 format: day,hour,value location:53_38 Start : 20201001 
 1, 0000, 321.000000 
 1, 0100, 319.000000 
 1, 0200, 25.000000 
 1, 0300, 17.000000 
 1, 0400, 17.000000 
 1, 0500, 10.000000 
 1, 0600, 333.000000 
 1, 0700, 260.000000 
 1, 0800, 213.000000 
 1, 0900, 232.000000 
 1, 1000, 126.000000 
 1, 1100, 176.000000 
 1, 1200, 187.000000 
 1, 1300, 172.000000 
 1, 1400, 185.000000 
 1, 1500, 168.000000 
 1, 1600, 176.000000 
 1, 1700, 168.000000 
 1, 1800, 176.000000 
 1, 1900, 173.000000 
 1, 2000, 169.000000 
 1, 2100, 170.000000 
 1, 2200, 197.000000 
 1, 2300, 9.000000 
 2, 0000, 18.000000 
 2, 0100, 26.000000 
 2, 0200, 7.000000 
 2, 0300, 12.000000 
 2, 0400, 352.000000 
 2, 0500, 3.000000 
 2, 0600, 360.000000 
 2, 0700, 359.000000 
 2, 0800, 30.000000 
 2, 0900, 336.000000 
 2, 1000, 171.000000 
 2, 1100, 179.000000 
 2, 1200, 176.000000 
 2, 1300, 174.000000 
 2, 1400, 187.000000 
 2, 1500, 175.000000 
 2, 1600, 162.000000 
 2, 1700, 174.000000 
 2, 1800, 165.000000 
 2, 1900, 177.000000 
 2, 2000, 170.000000 
 2, 2100, 161.000000 
 2, 2200, 205.000000 
 2, 2300, 31.000000 
 3, 0000, 6.000000 
 3, 0100, 4.000000 
 3, 0200, 17.000000 
 3, 0300, 26.000000 
 3, 0400, 22.000000 
 3, 0500, 19.000000 
 3, 0600, 35.000000 
 3, 0700, 21.000000 
 3, 0800, 58.000000 
 3, 0900, 329.000000 
 3, 1000, 228.000000 
 3, 1100, 186.000000 
 3, 1200, 211.000000 
 3, 1300, 176.000000 
 3, 1400, 207.000000 
 3, 1500, 191.000000 
 3, 1600, 182.000000 
 3, 1700, 195.000000 
 3, 1800, 173.000000 
 3, 1900, 176.000000 
 3, 2000, 193.000000 
 3, 2100, 173.000000 
 3, 2200, 181.000000 
 3, 2300, 256.000000 
 4, 0000, 358.000000 
 4, 0100, 15.000000 
 4, 0200, 4.000000 
 4, 0300, 295.000000 
 4, 0400, 307.000000 
 4, 0500, 287.000000 
 4, 0600, 300.000000 
 4, 0700, 299.000000 
 4, 0800, 349.000000 
 4, 0900, 331.000000 
 4, 1000, 350.000000 
 4, 1100, 325.000000 
 4, 1200, 309.000000 
 4, 1300, 357.000000 
 4, 1400, 2.000000 
 4, 1500, 359.000000 
 4, 1600, 3.000000 
 4, 1700, 18.000000 
 4, 1800, 11.000000 
 4, 1900, 10.000000 
 4, 2000, 12.000000 
 4, 2100, 16.000000 
 4, 2200, 6.000000 
 4, 2300, 16.000000 
 5, 0000, 4.000000 
 5, 0100, 20.000000 
 5, 0200, 13.000000 
 5, 0300, 17.000000 
 5, 0400, 11.000000 
 5, 0500, 345.000000 
 5, 0600, 3.000000 
 5, 0700, 1.000000 
 5, 0800, 9.000000 
 5, 0900, 10.000000 
 5, 1000, 359.000000 
 5, 1100, 11.000000 
 5, 1200, 9.000000 
 5, 1300, 10.000000 
 5, 1400, 7.000000 
 5, 1500, 5.000000 
 5, 1600, 16.000000 
 5, 1700, 21.000000 
 5, 1800, 19.000000 
 5, 1900, 19.000000 
 5, 2000, 28.000000 
 5, 2100, 12.000000 
 5, 2200, 18.000000 
 5, 2300, 35.000000 
 6, 0000, 32.000000 
 6, 0100, 32.000000 
 6, 0200, 10.000000 
 6, 0300, 11.000000 
 6, 0400, 26.000000 
 6, 0500, 3.000000 
 6, 0600, 343.000000 
 6, 0700, 21.000000 
 6, 0800, 210.000000 
 6, 0900, 182.000000 
 6, 1000, 181.000000 
 6, 1100, 26.000000 
 6, 1200, 171.000000 
 6, 1300, 223.000000 
 6, 1400, 198.000000 
 6, 1500, 172.000000 
 6, 1600, 193.000000 
 6, 1700, 156.000000 
 6, 1800, 125.000000 
 6, 1900, 94.000000 
 6, 2000, 49.000000 
 6, 2100, 142.000000 
 6, 2200, 81.000000 
 6, 2300, 60.000000 
 7, 0000, 58.000000 
 7, 0100, 52.000000 
 7, 0200, 55.000000 
 7, 0300, 57.000000 
 7, 0400, 59.000000 
 7, 0500, 56.000000 
 7, 0600, 61.000000 
 7, 0700, 62.000000 
 7, 0800, 51.000000 
