 format: day,hour,value location:53_38 Start : 20210701 
 1, 0000, 45.000000 
 1, 0100, 48.000000 
 1, 0200, 50.000000 
 1, 0300, 50.000000 
 1, 0400, 54.000000 
 1, 0500, 40.000000 
 1, 0600, 41.000000 
 1, 0700, 41.000000 
 1, 0800, 46.000000 
 1, 0900, 48.000000 
 1, 1000, 66.000000 
 1, 1100, 100.000000 
 1, 1200, 115.000000 
 1, 1300, 77.000000 
 1, 1400, 44.000000 
 1, 1500, 28.000000 
 1, 1600, 32.000000 
 1, 1700, 91.000000 
 1, 1800, 146.000000 
 1, 1900, 69.000000 
 1, 2000, 62.000000 
 1, 2100, 61.000000 
 1, 2200, 48.000000 
 1, 2300, 70.000000 
 2, 0000, 105.000000 
 2, 0100, 84.000000 
 2, 0200, 80.000000 
 2, 0300, 81.000000 
 2, 0400, 74.000000 
 2, 0500, 73.000000 
 2, 0600, 56.000000 
 2, 0700, 50.000000 
 2, 0800, -1.000000 
 2, 0900, 81.000000 
 2, 1000, 80.000000 
 2, 1100, 71.000000 
 2, 1200, 76.000000 
 2, 1300, 74.000000 
 2, 1400, 83.000000 
 2, 1500, 78.000000 
 2, 1600, 85.000000 
 2, 1700, 94.000000 
 2, 1800, 96.000000 
 2, 1900, 81.000000 
 2, 2000, 99.000000 
 2, 2100, 79.000000 
 2, 2200, 96.000000 
 2, 2300, 84.000000 
 3, 0000, 63.000000 
 3, 0100, 151.000000 
 3, 0200, 197.000000 
 3, 0300, 205.000000 
 3, 0400, 201.000000 
 3, 0500, 208.000000 
 3, 0600, 206.000000 
 3, 0700, 200.000000 
 3, 0800, 204.000000 
 3, 0900, 195.000000 
 3, 1000, 200.000000 
 3, 1100, 199.000000 
 3, 1200, 203.000000 
 3, 1300, 208.000000 
 3, 1400, 217.000000 
 3, 1500, 230.000000 
 3, 1600, 240.000000 
 3, 1700, 266.000000 
 3, 1800, 252.000000 
 3, 1900, 255.000000 
 3, 2000, 238.000000 
 3, 2100, 246.000000 
 3, 2200, 215.000000 
 3, 2300, 226.000000 
 4, 0000, 202.000000 
 4, 0100, 203.000000 
 4, 0200, 219.000000 
 4, 0300, 234.000000 
 4, 0400, 259.000000 
 4, 0500, 291.000000 
 4, 0600, 268.000000 
 4, 0700, 262.000000 
 4, 0800, 304.000000 
 4, 0900, 261.000000 
 4, 1000, 26.000000 
 4, 1100, 163.000000 
 4, 1200, 233.000000 
 4, 1300, 271.000000 
 4, 1400, 9.000000 
 4, 1500, 125.000000 
 4, 1600, 76.000000 
 4, 1700, 154.000000 
 4, 1800, 224.000000 
 4, 1900, 214.000000 
 4, 2000, 230.000000 
 4, 2100, 232.000000 
 4, 2200, 239.000000 
 4, 2300, 247.000000 
 5, 0000, 239.000000 
 5, 0100, 237.000000 
 5, 0200, 233.000000 
 5, 0300, 247.000000 
 5, 0400, 239.000000 
 5, 0500, 47.000000 
 5, 0600, 26.000000 
 5, 0700, 340.000000 
 5, 0800, 256.000000 
 5, 0900, 225.000000 
 5, 1000, 231.000000 
 5, 1100, 229.000000 
 5, 1200, 223.000000 
 5, 1300, 211.000000 
 5, 1400, 218.000000 
 5, 1500, 214.000000 
 5, 1600, 220.000000 
 5, 1700, 220.000000 
 5, 1800, 222.000000 
 5, 1900, 225.000000 
 5, 2000, 236.000000 
 5, 2100, 230.000000 
 5, 2200, 232.000000 
 5, 2300, 223.000000 
 6, 0000, 219.000000 
 6, 0100, 236.000000 
 6, 0200, 236.000000 
 6, 0300, 242.000000 
 6, 0400, 239.000000 
 6, 0500, 235.000000 
 6, 0600, 234.000000 
 6, 0700, 235.000000 
 6, 0800, 225.000000 
 6, 0900, 228.000000 
 6, 1000, 220.000000 
 6, 1100, 241.000000 
 6, 1200, 220.000000 
 6, 1300, 182.000000 
 6, 1400, 245.000000 
 6, 1500, 202.000000 
 6, 1600, 221.000000 
 6, 1700, 194.000000 
 6, 1800, 212.000000 
 6, 1900, 216.000000 
 6, 2000, 219.000000 
 6, 2100, 216.000000 
 6, 2200, 179.000000 
 6, 2300, 209.000000 
 7, 0000, 202.000000 
 7, 0100, 235.000000 
 7, 0200, 223.000000 
 7, 0300, 224.000000 
 7, 0400, 222.000000 
 7, 0500, 232.000000 
 7, 0600, 237.000000 
 7, 0700, 244.000000 
 7, 0800, 239.000000 
 7, 0900, 251.000000 
 7, 1000, 256.000000 
 7, 1100, 240.000000 
 7, 1200, 0.000000 
 7, 1300, 18.000000 
 7, 1400, 241.000000 
 7, 1500, 191.000000 
 7, 1600, 266.000000 
 7, 1700, 238.000000 
 7, 1800, 257.000000 
 7, 1900, 262.000000 
 7, 2000, 250.000000 
 7, 2100, 276.000000 
 7, 2200, 237.000000 
 7, 2300, 283.000000 
 8, 0000, 286.000000 
 8, 0100, 246.000000 
 8, 0200, 250.000000 
 8, 0300, 245.000000 
 8, 0400, 260.000000 
 8, 0500, 247.000000 
 8, 0600, 248.000000 
 8, 0700, 240.000000 
 8, 0800, 237.000000 
 8, 0900, 232.000000 
 8, 1000, 252.000000 
 8, 1100, 252.000000 
 8, 1200, 331.000000 
 8, 1300, 278.000000 
 8, 1400, 173.000000 
 8, 1500, 260.000000 
 8, 1600, 242.000000 
 8, 1700, 252.000000 
 8, 1800, 239.000000 
 8, 1900, 245.000000 
 8, 2000, 247.000000 
 8, 2100, 262.000000 
 8, 2200, 247.000000 
 8, 2300, 222.000000 
 9, 0000, 278.000000 
 9, 0100, 283.000000 
 9, 0200, 248.000000 
 9, 0300, 268.000000 
 9, 0400, 287.000000 
 9, 0500, 277.000000 
 9, 0600, 286.000000 
 9, 0700, 260.000000 
 9, 0800, 258.000000 
 9, 0900, 245.000000 
 9, 1000, 261.000000 
 9, 1100, 267.000000 
 9, 1200, 211.000000 
 9, 1300, 74.000000 
 9, 1400, 260.000000 
 9, 1500, 100.000000 
 9, 1600, 175.000000 
 9, 1700, 250.000000 
 9, 1800, 71.000000 
 9, 1900, 33.000000 
 9, 2000, 121.000000 
 9, 2100, 91.000000 
 9, 2200, 103.000000 
 9, 2300, 40.000000 
 10, 0000, 38.000000 
 10, 0100, 334.000000 
 10, 0200, 245.000000 
 10, 0300, 105.000000 
 10, 0400, 74.000000 
 10, 0500, 261.000000 
 10, 0600, 254.000000 
 10, 0700, 256.000000 
 10, 0800, 259.000000 
 10, 0900, 254.000000 
 10, 1000, 247.000000 
 10, 1100, 258.000000 
 10, 1200, 251.000000 
 10, 1300, 132.000000 
 10, 1400, 199.000000 
 10, 1500, 198.000000 
 10, 1600, 195.000000 
 10, 1700, 191.000000 
 10, 1800, 179.000000 
 10, 1900, 144.000000 
 10, 2000, 212.000000 
 10, 2100, 340.000000 
 10, 2200, 12.000000 
 10, 2300, 22.000000 
 11, 0000, 31.000000 
 11, 0100, 34.000000 
 11, 0200, 30.000000 
 11, 0300, 27.000000 
 11, 0400, 191.000000 
 11, 0500, 104.000000 
 11, 0600, 52.000000 
 11, 0700, 2.000000 
 11, 0800, 276.000000 
 11, 0900, 6.000000 
 11, 1000, 121.000000 
 11, 1100, 119.000000 
 11, 1200, 143.000000 
 11, 1300, 240.000000 
 11, 1400, 269.000000 
 11, 1500, 44.000000 
 11, 1600, 187.000000 
 11, 1700, 161.000000 
 11, 1800, 198.000000 
 11, 1900, 20.000000 
 11, 2000, 185.000000 
 11, 2100, 27.000000 
 11, 2200, 128.000000 
 11, 2300, 40.000000 
 12, 0000, 37.000000 
 12, 0100, 27.000000 
 12, 0200, 23.000000 
 12, 0300, 22.000000 
 12, 0400, 22.000000 
 12, 0500, 51.000000 
 12, 0600, 52.000000 
 12, 0700, 53.000000 
 12, 0800, 45.000000 
 12, 0900, 35.000000 
 12, 1000, 4.000000 
 12, 1100, 315.000000 
 12, 1200, 301.000000 
 12, 1300, 285.000000 
 12, 1400, 179.000000 
 12, 1500, 180.000000 
 12, 1600, 176.000000 
 12, 1700, 197.000000 
 12, 1800, 232.000000 
 12, 1900, 167.000000 
 12, 2000, 192.000000 
 12, 2100, 215.000000 
 12, 2200, 78.000000 
 12, 2300, 40.000000 
 13, 0000, 360.000000 
 13, 0100, 29.000000 
 13, 0200, 25.000000 
 13, 0300, 31.000000 
 13, 0400, 27.000000 
 13, 0500, 27.000000 
 13, 0600, 25.000000 
 13, 0700, 22.000000 
 13, 0800, 26.000000 
 13, 0900, 16.000000 
 13, 1000, 32.000000 
 13, 1100, 247.000000 
 13, 1200, 226.000000 
 13, 1300, 187.000000 
 13, 1400, 253.000000 
 13, 1500, 191.000000 
 13, 1600, 223.000000 
 13, 1700, 184.000000 
 13, 1800, 223.000000 
 13, 1900, 204.000000 
 13, 2000, 189.000000 
 13, 2100, 243.000000 
 13, 2200, 154.000000 
 13, 2300, 8.000000 
 14, 0000, 24.000000 
 14, 0100, 24.000000 
