 format: day,hour,value location:53_38 Start : 20200201 
 1, 0000, 306.000000 
 1, 0100, 290.000000 
 1, 0200, 333.000000 
 1, 0300, 307.000000 
 1, 0400, 308.000000 
 1, 0500, 300.000000 
 1, 0600, 287.000000 
 1, 0700, 285.000000 
 1, 0800, 298.000000 
 1, 0900, 298.000000 
 1, 1000, 297.000000 
 1, 1100, 282.000000 
 1, 1200, 266.000000 
 1, 1300, 285.000000 
 1, 1400, 292.000000 
 1, 1500, 272.000000 
 1, 1600, 299.000000 
 1, 1700, 246.000000 
 1, 1800, 250.000000 
 1, 1900, 209.000000 
 1, 2000, 172.000000 
 1, 2100, 202.000000 
 1, 2200, 360.000000 
 1, 2300, 319.000000 
 2, 0000, 11.000000 
 2, 0100, 335.000000 
 2, 0200, 308.000000 
 2, 0300, 300.000000 
 2, 0400, 287.000000 
 2, 0500, 277.000000 
 2, 0600, 274.000000 
 2, 0700, 280.000000 
 2, 0800, 262.000000 
 2, 0900, 256.000000 
 2, 1000, 221.000000 
 2, 1100, 207.000000 
 2, 1200, 229.000000 
 2, 1300, 208.000000 
 2, 1400, 206.000000 
 2, 1500, 212.000000 
 2, 1600, 203.000000 
 2, 1700, 186.000000 
 2, 1800, 196.000000 
 2, 1900, 210.000000 
 2, 2000, 211.000000 
 2, 2100, 216.000000 
 2, 2200, 208.000000 
 2, 2300, 206.000000 
 3, 0000, 353.000000 
 3, 0100, 338.000000 
 3, 0200, 315.000000 
 3, 0300, 1.000000 
 3, 0400, 1.000000 
 3, 0500, 328.000000 
 3, 0600, 319.000000 
 3, 0700, 318.000000 
 3, 0800, 321.000000 
 3, 0900, 317.000000 
 3, 1000, 15.000000 
 3, 1100, 350.000000 
 3, 1200, 359.000000 
 3, 1300, 16.000000 
 3, 1400, 315.000000 
 3, 1500, 186.000000 
 3, 1600, 167.000000 
 3, 1700, 168.000000 
 3, 1800, 183.000000 
 3, 1900, 177.000000 
 3, 2000, 164.000000 
 3, 2100, 188.000000 
 3, 2200, 165.000000 
 3, 2300, 317.000000 
 4, 0000, 310.000000 
 4, 0100, 27.000000 
 4, 0200, 356.000000 
 4, 0300, 27.000000 
 4, 0400, 12.000000 
 4, 0500, 19.000000 
 4, 0600, 9.000000 
 4, 0700, 310.000000 
 4, 0800, 259.000000 
 4, 0900, 211.000000 
 4, 1000, 203.000000 
 4, 1100, 192.000000 
 4, 1200, 190.000000 
 4, 1300, 189.000000 
 4, 1400, 214.000000 
 4, 1500, 217.000000 
 4, 1600, 213.000000 
 4, 1700, 235.000000 
 4, 1800, 3.000000 
 4, 1900, 357.000000 
 4, 2000, 355.000000 
 4, 2100, 341.000000 
 4, 2200, 342.000000 
 4, 2300, 344.000000 
 5, 0000, 313.000000 
 5, 0100, 1.000000 
 5, 0200, 333.000000 
 5, 0300, 342.000000 
 5, 0400, 2.000000 
 5, 0500, 342.000000 
 5, 0600, 321.000000 
 5, 0700, 322.000000 
 5, 0800, 313.000000 
 5, 0900, 350.000000 
 5, 1000, 356.000000 
 5, 1100, 351.000000 
 5, 1200, 312.000000 
 5, 1300, 2.000000 
 5, 1400, 349.000000 
 5, 1500, 356.000000 
 5, 1600, 2.000000 
 5, 1700, 352.000000 
 5, 1800, 29.000000 
 5, 1900, 21.000000 
 5, 2000, 24.000000 
 5, 2100, 6.000000 
 5, 2200, 23.000000 
