, format: day,hour,기온-value location:48_36 Start : 20210101,강수-value,강수형태,습도,풍속,풍향,하늘형태,뇌전
0, 1,0.0,4.9,0.0,0.0,50.0,2.8,5.0,-1.0,-1.0
1, 1,100.0,5.4,0.0,0.0,49.0,2.9,339.0,-1.0,-1.0
2, 1,200.0,5.8,0.0,0.0,51.0,1.9,337.0,-1.0,-1.0
3, 1,300.0,5.5,0.0,0.0,51.0,2.3,342.0,-1.0,-1.0
4, 1,400.0,5.8,0.0,0.0,53.0,2.4,335.0,-1.0,-1.0
5, 1,500.0,5.8,0.0,0.0,53.0,2.7,347.0,-1.0,-1.0
6, 1,600.0,6.0,0.0,0.0,53.0,2.3,326.0,-1.0,-1.0
7, 1,700.0,5.8,0.0,0.0,52.0,1.7,330.0,-1.0,-1.0
8, 1,800.0,6.1,0.0,0.0,49.0,2.6,330.0,-1.0,-1.0
9, 1,900.0,5.8,0.0,0.0,55.0,1.6,2.0,-1.0,-1.0
10, 1,1000.0,6.2,0.0,0.0,54.0,1.6,335.0,-1.0,-1.0
11, 1,1100.0,6.5,0.0,0.0,54.0,1.8,324.0,-1.0,-1.0
12, 1,1200.0,6.8,0.0,0.0,57.0,2.7,326.0,-1.0,-1.0
13, 1,1300.0,6.9,0.0,0.0,48.0,3.4,292.0,-1.0,-1.0
14, 1,1400.0,6.4,0.0,0.0,44.0,2.8,317.0,-1.0,-1.0
15, 1,1500.0,6.5,0.0,0.0,48.0,3.9,298.0,-1.0,-1.0
16, 1,1600.0,6.3,0.0,0.0,49.0,3.3,308.0,-1.0,-1.0
17, 1,1700.0,6.3,0.0,0.0,44.0,3.4,306.0,-1.0,-1.0
18, 1,1800.0,6.4,0.0,0.0,45.0,4.0,305.0,-1.0,-1.0
19, 1,1900.0,6.5,0.0,0.0,50.0,3.8,316.0,-1.0,-1.0
20, 1,2000.0,6.3,0.0,0.0,46.0,3.1,319.0,-1.0,-1.0
21, 1,2100.0,6.3,0.0,1.0,51.0,3.2,351.0,-1.0,-1.0
22, 1,2200.0,6.4,0.0,0.0,49.0,2.6,348.0,-1.0,-1.0
23, 1,2300.0,6.8,0.0,0.0,49.0,2.2,317.0,-1.0,-1.0
24, 2,0.0,7.0,0.0,0.0,51.0,3.0,343.0,-1.0,-1.0
25, 2,100.0,7.1,0.0,0.0,62.0,4.6,7.0,-1.0,-1.0
26, 2,200.0,7.4,0.0,0.0,55.0,4.2,3.0,-1.0,-1.0
27, 2,300.0,8.3,0.0,0.0,52.0,4.9,11.0,-1.0,-1.0
28, 2,400.0,7.6,0.0,0.0,51.0,4.0,8.0,-1.0,-1.0
29, 2,500.0,6.5,0.0,0.0,52.0,4.9,10.0,-1.0,-1.0
30, 2,600.0,6.3,0.0,0.0,55.0,6.2,21.0,-1.0,-1.0
31, 2,700.0,5.3,0.0,0.0,57.0,5.3,16.0,-1.0,-1.0
32, 2,800.0,4.4,0.0,0.0,56.0,5.9,24.0,-1.0,-1.0
33, 2,900.0,3.9,0.0,0.0,53.0,6.6,27.0,-1.0,-1.0
34, 2,1000.0,3.1,0.0,0.0,55.0,4.6,35.0,-1.0,-1.0
35, 2,1100.0,2.7,0.0,0.0,56.0,3.8,42.0,-1.0,-1.0
36, 2,1200.0,2.1,0.0,0.0,58.0,3.2,51.0,-1.0,-1.0
37, 2,1300.0,2.3,0.0,0.0,57.0,4.0,48.0,-1.0,-1.0
38, 2,1400.0,2.0,0.0,0.0,61.0,3.9,45.0,-1.0,-1.0
39, 2,1500.0,1.9,0.0,0.0,62.0,3.9,53.0,-1.0,-1.0
40, 2,1600.0,2.3,0.0,0.0,61.0,4.5,55.0,-1.0,-1.0
41, 2,1700.0,1.8,0.0,0.0,63.0,2.9,73.0,-1.0,-1.0
42, 2,1800.0,2.1,0.0,0.0,63.0,3.1,72.0,-1.0,-1.0
43, 2,1900.0,2.4,0.0,0.0,63.0,4.1,54.0,-1.0,-1.0
44, 2,2000.0,2.3,0.0,0.0,65.0,3.9,50.0,-1.0,-1.0
45, 2,2100.0,2.8,0.0,0.0,62.0,3.4,44.0,-1.0,-1.0
46, 2,2200.0,2.3,0.0,0.0,64.0,3.0,65.0,-1.0,-1.0
47, 2,2300.0,3.6,0.0,0.0,60.0,3.2,54.0,-1.0,-1.0
48, 3,0.0,4.6,0.0,0.0,56.0,3.9,40.0,-1.0,-1.0
49, 3,100.0,5.2,0.0,0.0,55.0,4.7,44.0,-1.0,-1.0
50, 3,200.0,4.4,0.0,0.0,55.0,4.8,31.0,-1.0,-1.0
51, 3,300.0,5.0,0.0,0.0,53.0,4.8,32.0,-1.0,-1.0
52, 3,400.0,5.4,0.0,0.0,54.0,3.9,32.0,-1.0,-1.0
53, 3,500.0,4.9,0.0,0.0,53.0,4.0,36.0,-1.0,-1.0
54, 3,600.0,4.7,0.0,0.0,56.0,3.8,46.0,-1.0,-1.0
55, 3,700.0,4.5,0.0,0.0,57.0,4.3,50.0,-1.0,-1.0
56, 3,800.0,3.9,0.0,0.0,60.0,3.1,69.0,-1.0,-1.0
57, 3,900.0,3.1,0.0,0.0,62.0,2.9,78.0,-1.0,-1.0
58, 3,1000.0,3.5,0.0,0.0,60.0,3.1,78.0,-1.0,-1.0
59, 3,1100.0,3.8,0.0,0.0,59.0,2.5,82.0,-1.0,-1.0
60, 3,1200.0,4.0,0.0,0.0,59.0,3.4,81.0,-1.0,-1.0
61, 3,1300.0,3.9,0.0,0.0,56.0,3.1,85.0,-1.0,-1.0
62, 3,1400.0,3.7,0.0,0.0,55.0,2.8,84.0,-1.0,-1.0
63, 3,1500.0,3.5,0.0,0.0,53.0,2.7,101.0,-1.0,-1.0
64, 3,1600.0,3.4,0.0,0.0,53.0,2.6,106.0,-1.0,-1.0
65, 3,1700.0,3.7,0.0,0.0,52.0,3.3,84.0,-1.0,-1.0
66, 3,1800.0,2.9,0.0,0.0,56.0,3.4,87.0,-1.0,-1.0
67, 3,1900.0,2.7,0.0,0.0,60.0,3.3,87.0,-1.0,-1.0
68, 3,2000.0,2.7,0.0,0.0,61.0,3.6,91.0,-1.0,-1.0
69, 3,2100.0,3.2,0.0,0.0,61.0,3.8,97.0,-1.0,-1.0
70, 3,2200.0,3.3,0.0,0.0,62.0,3.6,88.0,-1.0,-1.0
71, 3,2300.0,5.3,0.0,0.0,54.0,3.4,81.0,-1.0,-1.0
72, 4,0.0,7.1,0.0,0.0,51.0,2.9,63.0,-1.0,-1.0
73, 4,100.0,7.9,0.0,0.0,49.0,3.4,60.0,-1.0,-1.0
74, 4,200.0,7.8,0.0,0.0,50.0,4.0,54.0,-1.0,-1.0
75, 4,300.0,7.9,0.0,0.0,49.0,3.6,45.0,-1.0,-1.0
76, 4,400.0,8.7,0.0,0.0,49.0,2.8,65.0,-1.0,-1.0
77, 4,500.0,8.9,0.0,0.0,44.0,3.2,75.0,-1.0,-1.0
78, 4,600.0,8.0,0.0,0.0,46.0,3.0,71.0,-1.0,-1.0
79, 4,700.0,7.4,0.0,0.0,51.0,2.6,90.0,-1.0,-1.0
80, 4,800.0,7.0,0.0,0.0,50.0,0.5,40.0,-1.0,-1.0
81, 4,900.0,6.7,0.0,0.0,52.0,0.1,76.0,-1.0,-1.0
82, 4,1000.0,6.9,0.0,0.0,47.0,0.8,58.0,-1.0,-1.0
83, 4,1100.0,6.7,0.0,0.0,49.0,0.5,85.0,-1.0,-1.0
84, 4,1200.0,6.4,0.0,0.0,52.0,1.8,101.0,-1.0,-1.0
85, 4,1300.0,6.4,0.0,0.0,56.0,1.5,77.0,-1.0,-1.0
86, 4,1400.0,6.2,0.0,0.0,60.0,1.9,68.0,-1.0,-1.0
87, 4,1500.0,6.1,0.0,0.0,62.0,1.0,69.0,-1.0,-1.0
88, 4,1600.0,6.3,0.0,0.0,61.0,1.4,83.0,-1.0,-1.0
89, 4,1700.0,5.9,0.0,0.0,61.0,1.0,43.0,-1.0,-1.0
90, 4,1800.0,7.5,0.0,0.0,53.0,2.2,29.0,-1.0,-1.0
91, 4,1900.0,6.2,0.0,0.0,64.0,1.1,114.0,-1.0,-1.0
92, 4,2000.0,8.2,0.0,0.0,63.0,4.3,11.0,-1.0,-1.0
93, 4,2100.0,8.3,0.0,0.0,64.0,4.2,22.0,-1.0,-1.0
94, 4,2200.0,7.9,0.0,1.0,72.0,5.1,15.0,-1.0,-1.0
95, 4,2300.0,7.3,0.0,1.0,68.0,6.7,17.0,-1.0,-1.0
96, 5,0.0,6.8,0.0,0.0,58.0,6.6,20.0,-1.0,-1.0
97, 5,100.0,6.7,0.0,0.0,59.0,7.8,25.0,-1.0,-1.0
98, 5,200.0,6.4,0.0,0.0,55.0,6.6,30.0,-1.0,-1.0
99, 5,300.0,6.1,0.0,0.0,51.0,7.5,26.0,-1.0,-1.0
100, 5,400.0,5.9,0.0,0.0,55.0,6.2,34.0,-1.0,-1.0
101, 5,500.0,5.1,0.0,0.0,59.0,6.4,31.0,-1.0,-1.0
102, 5,600.0,4.5,0.0,0.0,60.0,6.8,28.0,-1.0,-1.0
103, 5,700.0,3.7,0.0,0.0,62.0,7.6,23.0,-1.0,-1.0
104, 5,800.0,3.4,0.0,0.0,62.0,6.7,25.0,-1.0,-1.0
105, 5,900.0,3.2,0.0,0.0,60.0,5.8,25.0,-1.0,-1.0
106, 5,1000.0,2.8,0.0,0.0,60.0,5.5,27.0,-1.0,-1.0
107, 5,1100.0,2.7,0.0,0.0,59.0,5.1,27.0,-1.0,-1.0
108, 5,1200.0,2.7,0.0,0.0,60.0,4.7,27.0,-1.0,-1.0
109, 5,1300.0,2.9,0.0,0.0,63.0,5.1,18.0,-1.0,-1.0
110, 5,1400.0,2.9,0.0,0.0,64.0,6.2,18.0,-1.0,-1.0
111, 5,1500.0,3.1,0.0,0.0,59.0,5.7,11.0,-1.0,-1.0
112, 5,1600.0,3.1,0.0,0.0,55.0,5.3,7.0,-1.0,-1.0
113, 5,1700.0,2.9,0.0,0.0,57.0,5.7,10.0,-1.0,-1.0
114, 5,1800.0,3.1,0.0,0.0,54.0,6.3,8.0,-1.0,-1.0
115, 5,1900.0,2.9,0.0,0.0,56.0,6.4,9.0,-1.0,-1.0
116, 5,2000.0,2.9,0.0,0.0,58.0,5.2,8.0,-1.0,-1.0
117, 5,2100.0,3.2,0.0,0.0,53.0,4.9,4.0,-1.0,-1.0
118, 5,2200.0,3.1,0.0,0.0,53.0,3.3,354.0,-1.0,-1.0
119, 5,2300.0,3.2,0.0,0.0,61.0,4.7,7.0,-1.0,-1.0
120, 6,0.0,3.2,0.0,0.0,63.0,4.4,5.0,-1.0,-1.0
121, 6,100.0,3.7,0.0,0.0,62.0,3.2,352.0,-1.0,-1.0
122, 6,200.0,4.2,0.0,0.0,64.0,4.4,356.0,-1.0,-1.0
123, 6,300.0,3.7,0.0,0.0,61.0,5.1,8.0,-1.0,-1.0
124, 6,400.0,4.5,0.0,0.0,48.0,3.3,348.0,-1.0,-1.0
125, 6,500.0,4.4,0.0,0.0,43.0,3.9,352.0,-1.0,-1.0
126, 6,600.0,3.8,0.0,0.0,46.0,3.3,335.0,-1.0,-1.0
127, 6,700.0,3.6,0.0,0.0,47.0,3.4,330.0,-1.0,-1.0
128, 6,800.0,3.4,0.0,0.0,52.0,4.9,8.0,-1.0,-1.0
129, 6,900.0,3.7,0.0,0.0,54.0,3.6,345.0,-1.0,-1.0
130, 6,1000.0,4.3,0.0,0.0,52.0,3.6,314.0,-1.0,-1.0
131, 6,1100.0,4.7,0.0,0.0,51.0,4.3,307.0,-1.0,-1.0
132, 6,1200.0,5.0,0.0,2.0,59.0,4.7,303.0,-1.0,-1.0
133, 6,1300.0,3.3,1.0,1.0,82.0,5.4,322.0,-1.0,-1.0
134, 6,1400.0,3.1,0.5,3.0,68.0,6.6,315.0,-1.0,-1.0
135, 6,1500.0,1.7,0.0,3.0,69.0,6.6,320.0,-1.0,-1.0
136, 6,1600.0,1.1,0.0,0.0,62.0,6.4,316.0,-1.0,-1.0
137, 6,1700.0,-0.1,0.0,0.0,74.0,5.2,324.0,-1.0,-1.0
138, 6,1800.0,-1.8,0.0,0.0,78.0,5.9,344.0,-1.0,-1.0
139, 6,1900.0,-0.5,0.0,0.0,63.0,5.8,324.0,-1.0,-1.0
140, 6,2000.0,-1.3,0.0,0.0,74.0,5.0,333.0,-1.0,-1.0
141, 6,2100.0,-1.7,0.0,0.0,81.0,5.3,345.0,-1.0,-1.0
142, 6,2200.0,-1.4,0.0,0.0,64.0,5.8,346.0,-1.0,-1.0
143, 6,2300.0,-0.6,0.5,3.0,62.0,6.0,338.0,-1.0,-1.0
144, 7,0.0,-1.3,0.0,0.0,74.0,8.1,9.0,-1.0,-1.0
145, 7,100.0,-1.2,0.0,0.0,68.0,5.3,350.0,-1.0,-1.0
146, 7,200.0,-2.0,0.0,0.0,66.0,7.1,7.0,-1.0,-1.0
147, 7,300.0,-1.7,0.0,0.0,64.0,7.5,359.0,-1.0,-1.0
148, 7,400.0,-1.6,0.0,0.0,72.0,6.0,1.0,-1.0,-1.0
149, 7,500.0,-1.3,0.0,0.0,60.0,6.5,8.0,-1.0,-1.0
150, 7,600.0,-2.3,0.0,0.0,68.0,7.0,9.0,-1.0,-1.0
151, 7,700.0,-2.2,0.0,0.0,80.0,6.6,3.0,-1.0,-1.0
152, 7,800.0,-1.4,0.0,0.0,58.0,7.0,6.0,-1.0,-1.0
153, 7,900.0,-1.3,0.0,0.0,64.0,5.5,3.0,-1.0,-1.0
154, 7,1000.0,-1.0,0.0,0.0,56.0,6.4,2.0,-1.0,-1.0
155, 7,1100.0,-1.5,0.0,0.0,67.0,4.7,349.0,-1.0,-1.0
156, 7,1200.0,-1.0,0.0,0.0,71.0,5.3,356.0,-1.0,-1.0
157, 7,1300.0,-0.9,0.0,0.0,59.0,5.0,340.0,-1.0,-1.0
158, 7,1400.0,-1.8,0.0,0.0,72.0,5.8,10.0,-1.0,-1.0
159, 7,1500.0,-1.4,0.0,0.0,76.0,7.6,7.0,-1.0,-1.0
160, 7,1600.0,-1.3,0.0,0.0,68.0,7.5,358.0,-1.0,-1.0
161, 7,1700.0,-1.4,0.0,0.0,51.0,5.0,349.0,-1.0,-1.0
162, 7,1800.0,-2.1,0.5,0.0,67.0,6.9,350.0,-1.0,-1.0
163, 7,1900.0,-1.3,0.0,0.0,60.0,5.8,337.0,-1.0,-1.0
164, 7,2000.0,-1.2,0.0,0.0,64.0,5.0,334.0,-1.0,-1.0
165, 7,2100.0,-2.7,0.0,0.0,80.0,6.7,10.0,-1.0,-1.0
166, 7,2200.0,-1.7,0.0,0.0,69.0,5.7,356.0,-1.0,-1.0
167, 7,2300.0,-1.6,0.0,0.0,79.0,7.5,11.0,-1.0,-1.0
168, 8,0.0,-0.6,0.0,0.0,67.0,5.7,352.0,-1.0,-1.0
169, 8,100.0,-1.2,0.0,3.0,81.0,5.2,360.0,-1.0,-1.0
170, 8,200.0,-1.0,0.5,3.0,72.0,4.7,3.0,-1.0,-1.0
171, 8,300.0,-0.3,0.0,0.0,66.0,4.9,353.0,-1.0,-1.0
172, 8,400.0,-0.7,0.0,3.0,79.0,4.5,352.0,-1.0,-1.0
173, 8,500.0,-0.3,0.0,0.0,68.0,5.1,347.0,-1.0,-1.0
174, 8,600.0,-0.7,0.5,3.0,80.0,5.5,340.0,-1.0,-1.0
175, 8,700.0,-0.7,0.0,3.0,79.0,5.3,332.0,-1.0,-1.0
176, 8,800.0,-1.0,0.0,3.0,80.0,6.5,336.0,-1.0,-1.0
177, 8,900.0,-0.8,0.5,0.0,68.0,5.5,325.0,-1.0,-1.0
178, 8,1000.0,-1.0,0.5,0.0,71.0,5.5,337.0,-1.0,-1.0
179, 8,1100.0,-1.4,0.0,3.0,69.0,6.6,326.0,-1.0,-1.0
180, 8,1200.0,0.3,0.0,0.0,52.0,6.4,345.0,-1.0,-1.0
181, 8,1300.0,-0.1,0.5,3.0,57.0,8.0,12.0,-1.0,-1.0
182, 8,1400.0,-0.2,0.0,0.0,54.0,6.4,2.0,-1.0,-1.0
183, 8,1500.0,-1.0,0.0,0.0,65.0,8.2,11.0,-1.0,-1.0
184, 8,1600.0,-0.3,0.0,0.0,62.0,6.0,1.0,-1.0,-1.0
185, 8,1700.0,0.1,0.0,0.0,54.0,5.7,348.0,-1.0,-1.0
186, 8,1800.0,-0.9,0.0,3.0,66.0,5.8,345.0,-1.0,-1.0
187, 8,1900.0,0.4,0.0,0.0,65.0,5.6,3.0,-1.0,-1.0
188, 8,2000.0,-0.2,0.0,3.0,72.0,4.9,359.0,-1.0,-1.0
189, 8,2100.0,0.0,0.0,3.0,82.0,4.6,351.0,-1.0,-1.0
190, 8,2200.0,0.0,0.0,3.0,74.0,5.6,315.0,-1.0,-1.0
191, 8,2300.0,0.5,0.0,3.0,75.0,5.0,315.0,-1.0,-1.0
192, 9,0.0,1.4,0.5,3.0,75.0,4.3,330.0,-1.0,-1.0
193, 9,100.0,1.3,0.0,3.0,77.0,5.9,318.0,-1.0,-1.0
194, 9,200.0,0.8,0.5,3.0,84.0,4.9,339.0,-1.0,-1.0
195, 9,300.0,1.9,0.5,3.0,67.0,5.2,350.0,-1.0,-1.0
196, 9,400.0,2.3,0.5,3.0,72.0,4.6,318.0,-1.0,-1.0
197, 9,500.0,1.0,0.5,3.0,77.0,7.2,355.0,-1.0,-1.0
198, 9,600.0,1.1,0.0,3.0,67.0,6.6,345.0,-1.0,-1.0
199, 9,700.0,0.8,0.0,3.0,77.0,6.0,352.0,-1.0,-1.0
200, 9,800.0,1.7,0.0,3.0,67.0,6.4,343.0,-1.0,-1.0
201, 9,900.0,1.7,0.5,3.0,75.0,5.0,355.0,-1.0,-1.0
202, 9,1000.0,2.1,0.0,3.0,60.0,7.2,8.0,-1.0,-1.0
203, 9,1100.0,1.8,0.0,3.0,65.0,5.9,6.0,-1.0,-1.0
204, 9,1200.0,1.3,0.0,3.0,62.0,5.2,11.0,-1.0,-1.0
205, 9,1300.0,0.7,0.5,3.0,63.0,4.3,10.0,-1.0,-1.0
206, 9,1400.0,0.5,0.0,3.0,68.0,3.5,25.0,-1.0,-1.0
207, 9,1500.0,-0.2,0.0,3.0,81.0,1.6,65.0,-1.0,-1.0
208, 9,1600.0,0.6,0.0,3.0,73.0,3.2,35.0,-1.0,-1.0
209, 9,1700.0,2.0,0.0,3.0,63.0,5.0,359.0,-1.0,-1.0
210, 9,1800.0,1.7,0.0,3.0,65.0,4.5,23.0,-1.0,-1.0
211, 9,1900.0,2.1,0.0,3.0,62.0,3.3,8.0,-1.0,-1.0
212, 9,2000.0,2.5,0.0,3.0,64.0,3.4,21.0,-1.0,-1.0
213, 9,2100.0,2.3,0.0,3.0,68.0,2.2,28.0,-1.0,-1.0
214, 9,2200.0,3.0,0.5,3.0,61.0,3.4,356.0,-1.0,-1.0
215, 9,2300.0,2.0,0.0,3.0,75.0,1.1,23.0,-1.0,-1.0
216, 10,0.0,3.4,0.0,2.0,69.0,2.5,7.0,-1.0,-1.0
217, 10,100.0,3.3,0.5,2.0,78.0,1.9,19.0,-1.0,-1.0
218, 10,200.0,3.5,0.0,1.0,79.0,1.2,9.0,-1.0,-1.0
219, 10,300.0,4.3,0.0,2.0,66.0,3.2,327.0,-1.0,-1.0
220, 10,400.0,3.4,0.5,2.0,74.0,3.0,337.0,-1.0,-1.0
221, 10,500.0,3.2,0.0,2.0,79.0,3.6,320.0,-1.0,-1.0
222, 10,600.0,3.6,0.0,2.0,71.0,3.5,340.0,-1.0,-1.0
223, 10,700.0,3.9,0.0,2.0,69.0,2.8,336.0,-1.0,-1.0
224, 10,800.0,4.3,0.0,0.0,61.0,4.1,348.0,-1.0,-1.0
225, 10,900.0,4.4,0.0,0.0,52.0,5.2,1.0,-1.0,-1.0
226, 10,1000.0,4.3,0.0,0.0,50.0,5.7,7.0,-1.0,-1.0
227, 10,1100.0,4.0,0.0,0.0,47.0,5.0,15.0,-1.0,-1.0
228, 10,1200.0,4.3,0.0,0.0,49.0,4.3,2.0,-1.0,-1.0
229, 10,1300.0,4.3,0.0,0.0,47.0,4.9,12.0,-1.0,-1.0
230, 10,1400.0,4.4,0.0,0.0,49.0,3.7,7.0,-1.0,-1.0
231, 10,1500.0,4.4,0.0,0.0,50.0,2.6,351.0,-1.0,-1.0
232, 10,1600.0,4.5,0.0,0.0,51.0,2.3,334.0,-1.0,-1.0
233, 10,1700.0,4.5,0.0,0.0,51.0,2.2,359.0,-1.0,-1.0
234, 10,1800.0,4.4,0.0,0.0,55.0,3.0,9.0,-1.0,-1.0
235, 10,1900.0,4.6,0.0,0.0,58.0,4.0,9.0,-1.0,-1.0
236, 10,2000.0,4.4,0.0,0.0,57.0,2.1,3.0,-1.0,-1.0
237, 10,2100.0,4.0,0.0,0.0,63.0,0.7,55.0,-1.0,-1.0
238, 10,2200.0,3.6,0.0,2.0,65.0,0.1,90.0,-1.0,-1.0
239, 10,2300.0,3.4,0.5,2.0,78.0,0.7,353.0,-1.0,-1.0
240, 11,0.0,3.2,0.5,1.0,83.0,3.7,32.0,-1.0,-1.0
241, 11,100.0,2.9,0.5,1.0,86.0,2.8,100.0,-1.0,-1.0
242, 11,200.0,3.6,0.0,1.0,85.0,1.8,73.0,-1.0,-1.0
243, 11,300.0,4.0,0.0,1.0,78.0,3.4,53.0,-1.0,-1.0
244, 11,400.0,4.0,0.0,0.0,74.0,2.6,47.0,-1.0,-1.0
245, 11,500.0,4.4,0.0,0.0,71.0,2.4,53.0,-1.0,-1.0
246, 11,600.0,4.2,0.0,0.0,70.0,2.7,94.0,-1.0,-1.0
247, 11,700.0,3.9,0.0,0.0,71.0,0.7,64.0,-1.0,-1.0
248, 11,800.0,3.5,0.0,0.0,72.0,2.0,82.0,-1.0,-1.0
249, 11,900.0,3.1,0.0,2.0,77.0,0.2,342.0,-1.0,-1.0
250, 11,1000.0,2.0,2.5,2.0,86.0,1.6,77.0,-1.0,-1.0
251, 11,1100.0,1.1,1.5,3.0,89.0,1.8,110.0,-1.0,-1.0
252, 11,1200.0,0.8,2.0,3.0,91.0,2.1,111.0,-1.0,-1.0
253, 11,1300.0,3.1,2.0,1.0,87.0,2.9,339.0,-1.0,-1.0
254, 11,1400.0,2.3,0.5,2.0,87.0,6.0,358.0,-1.0,-1.0
255, 11,1500.0,2.9,0.0,1.0,87.0,4.3,3.0,-1.0,-1.0
256, 11,1600.0,3.5,1.0,2.0,74.0,4.5,347.0,-1.0,-1.0
257, 11,1700.0,2.9,0.0,3.0,66.0,3.8,334.0,-1.0,-1.0
258, 11,1800.0,2.5,0.0,3.0,76.0,3.8,359.0,-1.0,-1.0
259, 11,1900.0,3.2,0.0,0.0,60.0,3.6,345.0,-1.0,-1.0
260, 11,2000.0,3.4,0.0,0.0,57.0,3.0,347.0,-1.0,-1.0
261, 11,2100.0,3.6,0.0,0.0,54.0,3.3,8.0,-1.0,-1.0
262, 11,2200.0,3.8,0.0,0.0,56.0,3.0,359.0,-1.0,-1.0
263, 11,2300.0,3.5,0.0,3.0,63.0,2.7,355.0,-1.0,-1.0
264, 12,0.0,2.4,0.0,3.0,75.0,2.5,202.0,-1.0,-1.0
265, 12,100.0,3.4,0.0,1.0,81.0,2.0,322.0,-1.0,-1.0
266, 12,200.0,5.0,0.0,1.0,66.0,1.1,128.0,-1.0,-1.0
267, 12,300.0,3.6,1.0,1.0,82.0,0.2,138.0,-1.0,-1.0
268, 12,400.0,3.3,0.0,1.0,84.0,1.0,137.0,-1.0,-1.0
269, 12,500.0,4.3,0.0,1.0,81.0,1.6,168.0,-1.0,-1.0
270, 12,600.0,5.8,0.0,1.0,54.0,3.4,289.0,-1.0,-1.0
271, 12,700.0,5.6,0.0,0.0,53.0,3.1,286.0,-1.0,-1.0
272, 12,800.0,5.5,0.0,0.0,52.0,2.3,280.0,-1.0,-1.0
273, 12,900.0,5.4,0.0,0.0,50.0,3.1,288.0,-1.0,-1.0
274, 12,1000.0,5.2,0.0,0.0,54.0,2.5,268.0,-1.0,-1.0
275, 12,1100.0,5.2,0.0,0.0,53.0,2.5,272.0,-1.0,-1.0
276, 12,1200.0,4.4,0.0,0.0,56.0,2.1,241.0,-1.0,-1.0
277, 12,1300.0,5.2,0.0,0.0,54.0,2.2,268.0,-1.0,-1.0
278, 12,1400.0,6.1,0.0,0.0,53.0,2.4,255.0,-1.0,-1.0
279, 12,1500.0,6.9,0.0,0.0,50.0,2.2,270.0,-1.0,-1.0
280, 12,1600.0,6.9,0.0,0.0,48.0,2.2,267.0,-1.0,-1.0
281, 12,1700.0,7.5,0.0,0.0,48.0,2.4,255.0,-1.0,-1.0
282, 12,1800.0,8.3,0.0,0.0,46.0,3.3,253.0,-1.0,-1.0
283, 12,1900.0,8.7,0.0,0.0,46.0,3.0,257.0,-1.0,-1.0
284, 12,2000.0,8.6,0.0,0.0,45.0,2.7,257.0,-1.0,-1.0
285, 12,2100.0,8.0,0.0,0.0,48.0,3.2,232.0,-1.0,-1.0
286, 12,2200.0,8.2,0.0,0.0,50.0,3.1,233.0,-1.0,-1.0
287, 12,2300.0,9.9,0.0,0.0,46.0,3.0,230.0,-1.0,-1.0
288, 13,0.0,11.5,0.0,0.0,41.0,4.9,239.0,-1.0,-1.0
289, 13,100.0,12.2,0.0,0.0,40.0,5.5,234.0,-1.0,-1.0
290, 13,200.0,13.3,0.0,0.0,46.0,5.0,240.0,-1.0,-1.0
291, 13,300.0,12.7,0.0,0.0,45.0,6.3,250.0,-1.0,-1.0
292, 13,400.0,12.6,0.0,0.0,47.0,6.4,236.0,-1.0,-1.0
293, 13,500.0,12.7,0.0,0.0,44.0,5.4,235.0,-1.0,-1.0
294, 13,600.0,12.1,0.0,0.0,43.0,5.7,238.0,-1.0,-1.0
295, 13,700.0,11.1,0.0,0.0,47.0,4.6,238.0,-1.0,-1.0
296, 13,800.0,9.7,0.0,0.0,46.0,2.9,225.0,-1.0,-1.0
297, 13,900.0,9.0,0.0,0.0,47.0,2.6,213.0,-1.0,-1.0
298, 13,1000.0,8.9,0.0,0.0,45.0,3.1,205.0,-1.0,-1.0
299, 13,1100.0,8.7,0.0,0.0,48.0,2.4,208.0,-1.0,-1.0
300, 13,1200.0,8.4,0.0,0.0,53.0,2.6,208.0,-1.0,-1.0
301, 13,1300.0,8.8,0.0,0.0,56.0,3.1,203.0,-1.0,-1.0
302, 13,1400.0,9.2,0.0,0.0,57.0,2.8,210.0,-1.0,-1.0
303, 13,1500.0,8.7,0.0,0.0,61.0,2.8,206.0,-1.0,-1.0
304, 13,1600.0,8.5,0.0,0.0,63.0,2.7,207.0,-1.0,-1.0
305, 13,1700.0,7.1,0.0,0.0,67.0,2.4,206.0,-1.0,-1.0
306, 13,1800.0,5.9,0.0,0.0,73.0,2.3,196.0,-1.0,-1.0
307, 13,1900.0,5.1,0.0,0.0,79.0,2.1,193.0,-1.0,-1.0
308, 13,2000.0,4.3,0.0,0.0,80.0,1.8,185.0,-1.0,-1.0
309, 13,2100.0,5.0,0.0,0.0,79.0,2.7,155.0,-1.0,-1.0
310, 13,2200.0,5.0,0.0,0.0,79.0,3.4,157.0,-1.0,-1.0
311, 13,2300.0,9.0,0.0,0.0,71.0,1.5,150.0,-1.0,-1.0
312, 14,0.0,11.8,0.0,0.0,59.0,0.0,52.0,-1.0,-1.0
313, 14,100.0,13.9,0.0,0.0,46.0,1.0,170.0,-1.0,-1.0
314, 14,200.0,13.8,0.0,0.0,48.0,1.1,319.0,-1.0,-1.0
315, 14,300.0,14.5,0.0,0.0,49.0,1.7,331.0,-1.0,-1.0
316, 14,400.0,15.1,0.0,0.0,42.0,2.6,203.0,-1.0,-1.0
317, 14,500.0,14.5,0.0,0.0,41.0,4.5,204.0,-1.0,-1.0
