, format: day,hour,기온-value location:48_36 Start : 20210101,강수-value,강수형태,습도,풍속,풍향,하늘형태,뇌전
2416, 11,1300.0,17.5,0.0,0.0,60.0,2.6,139.0,-1.0,-1.0
2417, 11,1400.0,17.799999,0.0,0.0,65.0,2.3,147.0,-1.0,-1.0
2418, 11,1500.0,17.9,0.0,0.0,65.0,3.0,163.0,-1.0,-1.0
2419, 11,1600.0,18.1,0.0,0.0,68.0,5.1,178.0,-1.0,-1.0
2420, 11,1700.0,17.700001,0.0,0.0,74.0,5.2,173.0,-1.0,-1.0
2421, 11,1800.0,16.6,0.5,1.0,84.0,3.7,161.0,-1.0,-1.0
2422, 11,1900.0,16.5,0.5,1.0,88.0,4.5,152.0,-1.0,-1.0
2423, 11,2000.0,16.4,0.5,1.0,87.0,4.4,170.0,-1.0,-1.0
2424, 11,2100.0,17.0,0.0,0.0,86.0,5.0,138.0,-1.0,-1.0
2425, 11,2200.0,17.6,0.5,0.0,87.0,5.7,157.0,-1.0,-1.0
2426, 11,2300.0,17.4,0.0,1.0,93.0,6.2,177.0,-1.0,-1.0
2427, 12,0.0,17.1,0.5,1.0,96.0,5.5,187.0,-1.0,-1.0
2428, 12,100.0,16.9,1.5,1.0,99.0,6.7,209.0,-1.0,-1.0
2429, 12,200.0,16.5,3.5,1.0,98.0,8.4,205.0,-1.0,-1.0
2430, 12,300.0,16.0,3.0,0.0,95.0,7.3,198.0,-1.0,-1.0
2431, 12,400.0,16.799999,3.0,1.0,100.0,6.4,211.0,-1.0,-1.0
2432, 12,500.0,16.5,5.5,1.0,100.0,6.8,223.0,-1.0,-1.0
2433, 12,600.0,15.1,5.0,1.0,100.0,8.5,192.0,-1.0,-1.0
2434, 12,700.0,15.7,2.0,1.0,95.0,9.1,193.0,-1.0,-1.0
2435, 12,800.0,15.5,3.0,1.0,99.0,8.7,191.0,-1.0,-1.0
2436, 12,900.0,16.0,2.0,1.0,100.0,7.4,193.0,-1.0,-1.0
2437, 12,1000.0,16.6,5.5,1.0,100.0,6.7,194.0,-1.0,-1.0
2438, 12,1100.0,17.0,4.0,1.0,100.0,6.4,217.0,-1.0,-1.0
2439, 12,1200.0,14.7,1.0,1.0,100.0,3.6,282.0,-1.0,-1.0
2440, 12,1300.0,13.7,0.0,0.0,100.0,2.3,302.0,-1.0,-1.0
2441, 12,1400.0,13.0,0.0,0.0,100.0,1.6,294.0,-1.0,-1.0
2442, 12,1500.0,12.4,0.0,0.0,100.0,2.5,330.0,-1.0,-1.0
2443, 12,1600.0,12.8,0.0,0.0,98.0,2.1,332.0,-1.0,-1.0
2444, 12,1700.0,13.0,0.0,0.0,98.0,2.3,335.0,-1.0,-1.0
2445, 12,1800.0,13.3,0.0,0.0,97.0,2.1,354.0,-1.0,-1.0
2446, 12,1900.0,13.2,0.0,0.0,98.0,2.3,14.0,-1.0,-1.0
2447, 12,2000.0,12.4,0.0,0.0,99.0,4.9,15.0,-1.0,-1.0
2448, 12,2100.0,11.9,0.0,0.0,97.0,4.6,12.0,-1.0,-1.0
2449, 12,2200.0,11.0,0.0,0.0,97.0,4.1,18.0,-1.0,-1.0
2450, 12,2300.0,11.1,0.0,0.0,97.0,4.7,30.0,-1.0,-1.0
2451, 13,0.0,11.4,0.0,0.0,100.0,4.0,19.0,-1.0,-1.0
2452, 13,100.0,12.0,0.0,0.0,96.0,4.1,18.0,-1.0,-1.0
2453, 13,200.0,12.7,0.0,0.0,87.0,5.3,20.0,-1.0,-1.0
2454, 13,300.0,12.7,0.0,0.0,87.0,4.6,19.0,-1.0,-1.0
2455, 13,400.0,12.2,0.0,0.0,86.0,5.1,17.0,-1.0,-1.0
2456, 13,500.0,11.6,0.0,0.0,89.0,5.1,18.0,-1.0,-1.0
2457, 13,600.0,10.9,0.0,0.0,85.0,5.2,22.0,-1.0,-1.0
2458, 13,700.0,10.3,0.0,0.0,84.0,5.3,26.0,-1.0,-1.0
2459, 13,800.0,9.7,0.0,0.0,84.0,4.9,24.0,-1.0,-1.0
2460, 13,900.0,9.2,0.0,0.0,81.0,4.6,24.0,-1.0,-1.0
2461, 13,1000.0,9.0,0.0,0.0,81.0,5.0,21.0,-1.0,-1.0
2462, 13,1100.0,8.6,0.0,0.0,79.0,5.1,28.0,-1.0,-1.0
2463, 13,1200.0,8.3,0.0,0.0,78.0,5.4,25.0,-1.0,-1.0
2464, 13,1300.0,7.9,0.0,0.0,77.0,5.8,27.0,-1.0,-1.0
2465, 13,1400.0,7.8,0.0,0.0,78.0,6.0,32.0,-1.0,-1.0
2466, 13,1500.0,7.9,0.0,0.0,76.0,6.2,30.0,-1.0,-1.0
2467, 13,1600.0,8.0,0.0,0.0,74.0,6.2,30.0,-1.0,-1.0
2468, 13,1700.0,7.8,0.0,0.0,73.0,6.4,30.0,-1.0,-1.0
2469, 13,1800.0,7.9,0.0,0.0,73.0,5.9,29.0,-1.0,-1.0
2470, 13,1900.0,7.7,0.0,0.0,72.0,5.8,33.0,-1.0,-1.0
2471, 13,2000.0,7.8,0.0,0.0,73.0,6.1,37.0,-1.0,-1.0
2472, 13,2100.0,7.7,0.0,0.0,71.0,4.9,38.0,-1.0,-1.0
2473, 13,2200.0,8.2,0.0,0.0,69.0,5.5,36.0,-1.0,-1.0
2474, 13,2300.0,9.0,0.0,0.0,60.0,7.5,34.0,-1.0,-1.0
2475, 14,0.0,10.1,0.0,0.0,60.0,6.1,40.0,-1.0,-1.0
2476, 14,100.0,11.3,0.0,0.0,56.0,5.1,41.0,-1.0,-1.0
2477, 14,200.0,11.8,0.0,0.0,56.0,5.0,40.0,-1.0,-1.0
2478, 14,300.0,12.0,0.0,0.0,57.0,6.1,31.0,-1.0,-1.0
2479, 14,400.0,12.2,0.0,0.0,60.0,5.2,24.0,-1.0,-1.0
2480, 14,500.0,12.1,0.0,0.0,65.0,5.6,20.0,-1.0,-1.0
2481, 14,600.0,11.9,0.0,0.0,64.0,5.4,21.0,-1.0,-1.0
2482, 14,700.0,11.5,0.0,0.0,67.0,5.1,37.0,-1.0,-1.0
2483, 14,800.0,11.1,0.0,0.0,62.0,4.7,30.0,-1.0,-1.0
2484, 14,900.0,10.7,0.0,0.0,66.0,3.8,34.0,-1.0,-1.0
2485, 14,1000.0,10.2,0.0,0.0,66.0,2.4,55.0,-1.0,-1.0
2486, 14,1100.0,9.8,0.0,0.0,70.0,2.2,55.0,-1.0,-1.0
2487, 14,1200.0,10.0,0.0,0.0,67.0,2.8,48.0,-1.0,-1.0
2488, 14,1300.0,8.3,0.0,0.0,74.0,1.7,87.0,-1.0,-1.0
2489, 14,1400.0,7.9,0.0,0.0,78.0,1.5,82.0,-1.0,-1.0
2490, 14,1500.0,7.9,0.0,0.0,76.0,2.2,71.0,-1.0,-1.0
2491, 14,1600.0,7.9,0.0,0.0,76.0,2.9,72.0,-1.0,-1.0
2492, 14,1700.0,7.6,0.0,0.0,78.0,2.2,88.0,-1.0,-1.0
2493, 14,1800.0,7.7,0.0,0.0,78.0,2.2,108.0,-1.0,-1.0
2494, 14,1900.0,7.4,0.0,0.0,76.0,1.6,88.0,-1.0,-1.0
2495, 14,2000.0,8.4,0.0,0.0,76.0,2.4,107.0,-1.0,-1.0
2496, 14,2100.0,9.7,0.0,0.0,73.0,1.8,102.0,-1.0,-1.0
2497, 14,2200.0,11.8,0.0,0.0,61.0,2.7,64.0,-1.0,-1.0
2498, 14,2300.0,13.5,0.0,0.0,52.0,2.9,68.0,-1.0,-1.0
2499, 15,0.0,14.3,0.0,0.0,53.0,3.4,50.0,-1.0,-1.0
2500, 15,100.0,15.2,0.0,0.0,53.0,3.4,37.0,-1.0,-1.0
2501, 15,200.0,15.3,0.0,0.0,53.0,4.1,24.0,-1.0,-1.0
2502, 15,300.0,15.5,0.0,0.0,55.0,3.6,18.0,-1.0,-1.0
2503, 15,400.0,15.9,0.0,0.0,58.0,3.1,9.0,-1.0,-1.0
2504, 15,500.0,15.9,0.0,0.0,69.0,4.0,25.0,-1.0,-1.0
2505, 15,600.0,14.8,0.0,0.0,70.0,2.8,47.0,-1.0,-1.0
2506, 15,700.0,15.0,0.0,0.0,71.0,2.3,38.0,-1.0,-1.0
2507, 15,800.0,14.1,0.0,0.0,77.0,1.6,14.0,-1.0,-1.0
2508, 15,900.0,11.4,0.0,0.0,89.0,0.8,240.0,-1.0,-1.0
2509, 15,1000.0,10.8,0.0,0.0,77.0,1.7,189.0,-1.0,-1.0
2510, 15,1100.0,10.6,0.0,0.0,76.0,1.9,188.0,-1.0,-1.0
2511, 15,1200.0,12.1,0.0,0.0,71.0,3.0,184.0,-1.0,-1.0
2512, 15,1300.0,10.5,0.0,0.0,77.0,1.3,181.0,-1.0,-1.0
2513, 15,1400.0,10.0,0.0,0.0,79.0,1.3,186.0,-1.0,-1.0
2514, 15,1500.0,10.0,0.0,0.0,84.0,1.0,96.0,-1.0,-1.0
2515, 15,1600.0,11.7,0.0,0.0,87.0,1.9,170.0,-1.0,-1.0
2516, 15,1700.0,9.4,0.0,0.0,94.0,0.1,316.0,-1.0,-1.0
2517, 15,1800.0,9.1,0.0,0.0,96.0,0.8,161.0,-1.0,-1.0
2518, 15,1900.0,10.1,0.0,0.0,98.0,1.7,193.0,-1.0,-1.0
2519, 15,2000.0,11.0,0.0,0.0,96.0,2.2,190.0,-1.0,-1.0
2520, 15,2100.0,14.1,0.0,0.0,88.0,0.8,191.0,-1.0,-1.0
2521, 15,2200.0,17.0,0.0,0.0,76.0,1.6,220.0,-1.0,-1.0
2522, 15,2300.0,18.0,0.0,0.0,72.0,2.2,241.0,-1.0,-1.0
2523, 16,0.0,17.5,0.0,0.0,72.0,2.9,309.0,-1.0,-1.0
2524, 16,100.0,18.299999,0.0,0.0,71.0,2.9,315.0,-1.0,-1.0
2525, 16,200.0,18.4,0.0,0.0,74.0,3.9,321.0,-1.0,-1.0
2526, 16,300.0,18.4,0.0,0.0,72.0,3.7,309.0,-1.0,-1.0
2527, 16,400.0,18.4,0.0,0.0,73.0,2.5,305.0,-1.0,-1.0
2528, 16,500.0,17.200001,0.0,0.0,67.0,2.6,354.0,-1.0,-1.0
2529, 16,600.0,16.700001,0.0,0.0,72.0,2.2,4.0,-1.0,-1.0
2530, 16,700.0,15.9,0.0,0.0,74.0,2.5,18.0,-1.0,-1.0
2531, 16,800.0,15.2,0.0,0.0,78.0,2.2,36.0,-1.0,-1.0
2532, 16,900.0,14.6,0.0,0.0,79.0,1.5,43.0,-1.0,-1.0
2533, 16,1000.0,14.2,0.0,0.0,80.0,0.8,96.0,-1.0,-1.0
2534, 16,1100.0,12.7,0.0,0.0,93.0,0.5,208.0,-1.0,-1.0
2535, 16,1200.0,13.3,0.0,0.0,95.0,1.2,188.0,-1.0,-1.0
2536, 16,1300.0,12.7,0.0,0.0,94.0,1.0,212.0,-1.0,-1.0
2537, 16,1400.0,12.8,0.0,0.0,90.0,0.8,141.0,-1.0,-1.0
2538, 16,1500.0,13.7,0.0,0.0,96.0,2.1,23.0,-1.0,-1.0
2539, 16,1600.0,13.0,0.0,0.0,97.0,1.7,42.0,-1.0,-1.0
2540, 16,1700.0,13.1,0.0,0.0,97.0,1.8,16.0,-1.0,-1.0
2541, 16,1800.0,12.9,0.0,0.0,97.0,1.1,115.0,-1.0,-1.0
2542, 16,1900.0,12.0,0.0,0.0,99.0,0.8,207.0,-1.0,-1.0
2543, 16,2000.0,11.8,0.0,0.0,100.0,0.5,209.0,-1.0,-1.0
2544, 16,2100.0,13.2,0.0,0.0,97.0,0.7,316.0,-1.0,-1.0
2545, 16,2200.0,13.8,0.0,0.0,92.0,0.9,289.0,-1.0,-1.0
2546, 16,2300.0,14.5,0.0,0.0,88.0,2.0,329.0,-1.0,-1.0
2547, 17,0.0,14.2,0.0,0.0,86.0,3.2,341.0,-1.0,-1.0
2548, 17,100.0,14.6,0.0,0.0,66.0,4.2,14.0,-1.0,-1.0
2549, 17,200.0,14.0,0.0,0.0,56.0,5.8,18.0,-1.0,-1.0
2550, 17,300.0,14.2,0.0,0.0,60.0,6.2,20.0,-1.0,-1.0
2551, 17,400.0,14.5,0.0,0.0,56.0,5.9,15.0,-1.0,-1.0
2552, 17,500.0,14.4,0.0,0.0,54.0,5.5,6.0,-1.0,-1.0
2553, 17,600.0,13.6,0.0,0.0,56.0,6.0,9.0,-1.0,-1.0
2554, 17,700.0,12.9,0.0,0.0,48.0,6.0,358.0,-1.0,-1.0
2555, 17,800.0,11.9,0.0,0.0,51.0,5.6,1.0,-1.0,-1.0
2556, 17,900.0,11.1,0.0,0.0,59.0,6.0,12.0,-1.0,-1.0
2557, 17,1000.0,10.8,0.0,0.0,57.0,5.3,10.0,-1.0,-1.0
2558, 17,1100.0,10.7,0.0,0.0,59.0,4.1,11.0,-1.0,-1.0
2559, 17,1200.0,10.9,0.0,0.0,61.0,3.3,360.0,-1.0,-1.0
2560, 17,1300.0,11.2,0.0,0.0,61.0,4.6,357.0,-1.0,-1.0
2561, 17,1400.0,11.1,0.0,0.0,65.0,5.4,6.0,-1.0,-1.0
2562, 17,1500.0,10.9,0.0,0.0,53.0,4.9,12.0,-1.0,-1.0
2563, 17,1600.0,10.6,0.0,0.0,53.0,5.4,14.0,-1.0,-1.0
2564, 17,1700.0,10.6,0.0,0.0,52.0,5.5,19.0,-1.0,-1.0
2565, 17,1800.0,11.0,0.0,0.0,51.0,5.3,18.0,-1.0,-1.0
2566, 17,1900.0,11.0,0.0,0.0,57.0,5.1,13.0,-1.0,-1.0
2567, 17,2000.0,11.1,0.0,0.0,60.0,5.0,13.0,-1.0,-1.0
2568, 17,2100.0,12.0,0.0,0.0,55.0,6.3,10.0,-1.0,-1.0
2569, 17,2200.0,12.5,0.0,0.0,56.0,6.5,20.0,-1.0,-1.0
2570, 17,2300.0,13.5,0.0,0.0,50.0,6.1,15.0,-1.0,-1.0
2571, 18,0.0,14.4,0.0,0.0,53.0,6.2,19.0,-1.0,-1.0
2572, 18,100.0,13.8,0.0,0.0,54.0,6.8,19.0,-1.0,-1.0
2573, 18,200.0,14.4,0.0,0.0,50.0,5.9,19.0,-1.0,-1.0
2574, 18,300.0,14.6,0.0,0.0,47.0,5.4,17.0,-1.0,-1.0
2575, 18,400.0,14.3,0.0,0.0,48.0,4.4,8.0,-1.0,-1.0
2576, 18,500.0,14.2,0.0,0.0,53.0,3.7,4.0,-1.0,-1.0
2577, 18,600.0,14.3,0.0,0.0,57.0,3.3,353.0,-1.0,-1.0
2578, 18,700.0,13.2,0.0,0.0,61.0,3.1,356.0,-1.0,-1.0
2579, 18,800.0,12.1,0.0,0.0,64.0,3.7,5.0,-1.0,-1.0
2580, 18,900.0,11.7,0.0,0.0,67.0,3.7,15.0,-1.0,-1.0
2581, 18,1000.0,11.3,0.0,0.0,73.0,2.7,19.0,-1.0,-1.0
2582, 18,1100.0,11.0,0.0,0.0,74.0,2.9,32.0,-1.0,-1.0
2583, 18,1200.0,9.9,0.0,0.0,81.0,1.4,62.0,-1.0,-1.0
2584, 18,1300.0,8.9,0.0,0.0,80.0,1.1,69.0,-1.0,-1.0
2585, 18,1400.0,8.7,0.0,0.0,83.0,2.0,109.0,-1.0,-1.0
2586, 18,1500.0,7.7,0.0,0.0,82.0,1.4,134.0,-1.0,-1.0
2587, 18,1600.0,5.2,0.0,0.0,80.0,1.0,117.0,-1.0,-1.0
2588, 18,1700.0,6.0,0.0,0.0,84.0,1.8,150.0,-1.0,-1.0
2589, 18,1800.0,7.1,0.0,0.0,84.0,1.8,137.0,-1.0,-1.0
2590, 18,1900.0,6.8,0.0,0.0,77.0,1.6,140.0,-1.0,-1.0
2591, 18,2000.0,7.1,0.0,0.0,59.0,1.9,148.0,-1.0,-1.0
2592, 18,2100.0,10.6,0.0,0.0,52.0,0.8,139.0,-1.0,-1.0
2593, 18,2200.0,14.2,0.0,0.0,38.0,1.4,78.0,-1.0,-1.0
2594, 18,2300.0,15.4,0.0,0.0,29.0,1.6,36.0,-1.0,-1.0
2595, 19,0.0,15.4,0.0,0.0,32.0,1.9,8.0,-1.0,-1.0
2596, 19,100.0,16.6,0.0,0.0,40.0,2.0,348.0,-1.0,-1.0
2597, 19,200.0,16.5,0.0,0.0,42.0,2.2,358.0,-1.0,-1.0
2598, 19,300.0,16.4,0.0,0.0,42.0,2.6,342.0,-1.0,-1.0
2599, 19,400.0,16.799999,0.0,0.0,48.0,2.7,349.0,-1.0,-1.0
2600, 19,500.0,15.9,0.0,0.0,45.0,3.0,2.0,-1.0,-1.0
2601, 19,600.0,16.4,0.0,0.0,48.0,2.6,353.0,-1.0,-1.0
2602, 19,700.0,15.8,0.0,0.0,51.0,2.1,340.0,-1.0,-1.0
2603, 19,800.0,14.5,0.0,0.0,55.0,1.9,14.0,-1.0,-1.0
2604, 19,900.0,13.4,0.0,0.0,56.0,2.2,28.0,-1.0,-1.0
2605, 19,1000.0,11.3,0.0,0.0,65.0,1.5,117.0,-1.0,-1.0
2606, 19,1100.0,10.6,0.0,0.0,65.0,1.2,123.0,-1.0,-1.0
2607, 19,1200.0,11.1,0.0,0.0,47.0,2.1,107.0,-1.0,-1.0
2608, 19,1300.0,9.8,0.0,0.0,50.0,1.7,113.0,-1.0,-1.0
2609, 19,1400.0,8.7,0.0,0.0,51.0,2.3,154.0,-1.0,-1.0
2610, 19,1500.0,8.6,0.0,0.0,49.0,1.7,136.0,-1.0,-1.0
2611, 19,1600.0,8.6,0.0,0.0,50.0,1.6,120.0,-1.0,-1.0
2612, 19,1700.0,7.7,0.0,0.0,53.0,1.7,138.0,-1.0,-1.0
2613, 19,1800.0,7.5,0.0,0.0,56.0,1.9,138.0,-1.0,-1.0
2614, 19,1900.0,7.0,0.0,0.0,63.0,2.2,149.0,-1.0,-1.0
2615, 19,2000.0,7.5,0.0,0.0,69.0,2.1,135.0,-1.0,-1.0
2616, 19,2100.0,11.8,0.0,0.0,68.0,1.6,89.0,-1.0,-1.0
2617, 19,2200.0,14.4,0.0,0.0,62.0,2.3,66.0,-1.0,-1.0
2618, 19,2300.0,16.5,0.0,0.0,37.0,2.1,50.0,-1.0,-1.0
2619, 20,0.0,17.5,0.0,0.0,42.0,3.7,22.0,-1.0,-1.0
2620, 20,100.0,17.799999,0.0,0.0,40.0,3.6,23.0,-1.0,-1.0
2621, 20,200.0,18.9,0.0,0.0,37.0,3.8,39.0,-1.0,-1.0
2622, 20,300.0,18.799999,0.0,0.0,38.0,4.6,29.0,-1.0,-1.0
2623, 20,400.0,17.5,0.0,0.0,50.0,3.5,6.0,-1.0,-1.0
2624, 20,500.0,17.299999,0.0,0.0,47.0,3.0,24.0,-1.0,-1.0
2625, 20,600.0,16.299999,0.0,0.0,52.0,2.6,355.0,-1.0,-1.0
2626, 20,700.0,16.5,0.0,0.0,57.0,2.6,13.0,-1.0,-1.0
2627, 20,800.0,15.7,0.0,0.0,58.0,2.5,37.0,-1.0,-1.0
2628, 20,900.0,14.3,0.0,0.0,64.0,1.6,48.0,-1.0,-1.0
2629, 20,1000.0,12.6,0.0,0.0,70.0,1.3,111.0,-1.0,-1.0
2630, 20,1100.0,12.1,0.0,0.0,69.0,1.4,131.0,-1.0,-1.0
2631, 20,1200.0,11.5,0.0,0.0,67.0,1.7,140.0,-1.0,-1.0
2632, 20,1300.0,12.0,0.0,0.0,52.0,2.1,149.0,-1.0,-1.0
2633, 20,1400.0,10.6,0.0,0.0,60.0,0.4,171.0,-1.0,-1.0
2634, 20,1500.0,10.7,0.0,0.0,58.0,1.4,169.0,-1.0,-1.0
2635, 20,1600.0,9.8,0.0,0.0,58.0,2.6,147.0,-1.0,-1.0
2636, 20,1700.0,7.8,0.0,0.0,70.0,1.4,204.0,-1.0,-1.0
2637, 20,1800.0,9.7,0.0,0.0,60.0,2.1,187.0,-1.0,-1.0
2638, 20,1900.0,11.5,0.0,0.0,50.0,2.3,192.0,-1.0,-1.0
2639, 20,2000.0,12.3,0.0,0.0,58.0,2.8,181.0,-1.0,-1.0
2640, 20,2100.0,14.9,0.0,0.0,55.0,1.6,192.0,-1.0,-1.0
2641, 20,2200.0,16.1,0.0,0.0,45.0,1.4,98.0,-1.0,-1.0
2642, 20,2300.0,16.799999,0.0,0.0,45.0,1.8,43.0,-1.0,-1.0
2643, 21,0.0,19.1,0.0,0.0,43.0,2.6,27.0,-1.0,-1.0
2644, 21,100.0,18.4,0.0,0.0,49.0,2.7,16.0,-1.0,-1.0
2645, 21,200.0,18.700001,0.0,0.0,57.0,2.0,335.0,-1.0,-1.0
2646, 21,300.0,18.0,0.0,0.0,58.0,2.7,3.0,-1.0,-1.0
2647, 21,400.0,18.4,0.0,0.0,61.0,2.9,24.0,-1.0,-1.0
2648, 21,500.0,19.200001,0.0,0.0,76.0,2.1,338.0,-1.0,-1.0
2649, 21,600.0,19.5,0.0,0.0,72.0,1.1,302.0,-1.0,-1.0
2650, 21,700.0,17.700001,0.0,0.0,80.0,1.7,320.0,-1.0,-1.0
2651, 21,800.0,18.700001,0.0,0.0,63.0,2.2,219.0,-1.0,-1.0
2652, 21,900.0,17.200001,0.0,0.0,86.0,1.2,74.0,-1.0,-1.0
2653, 21,1000.0,17.299999,0.0,0.0,68.0,0.6,306.0,-1.0,-1.0
2654, 21,1100.0,18.5,0.0,0.0,35.0,1.6,190.0,-1.0,-1.0
2655, 21,1200.0,16.6,0.0,0.0,82.0,1.6,66.0,-1.0,-1.0
2656, 21,1300.0,16.299999,0.0,0.0,81.0,1.2,121.0,-1.0,-1.0
2657, 21,1400.0,14.6,0.0,0.0,85.0,0.8,245.0,-1.0,-1.0
2658, 21,1500.0,14.6,0.0,0.0,85.0,0.4,195.0,-1.0,-1.0
2659, 21,1600.0,14.5,0.0,0.0,86.0,0.4,272.0,-1.0,-1.0
2660, 21,1700.0,15.8,0.0,0.0,74.0,2.0,146.0,-1.0,-1.0
2661, 21,1800.0,16.799999,0.0,0.0,58.0,1.9,178.0,-1.0,-1.0
2662, 21,1900.0,16.299999,0.0,0.0,75.0,1.7,189.0,-1.0,-1.0
2663, 21,2000.0,16.200001,0.0,0.0,77.0,1.3,48.0,-1.0,-1.0
2664, 21,2100.0,17.5,0.0,0.0,65.0,0.8,85.0,-1.0,-1.0
2665, 21,2200.0,18.700001,0.0,0.0,70.0,1.2,22.0,-1.0,-1.0
2666, 21,2300.0,21.4,0.0,0.0,53.0,1.9,66.0,-1.0,-1.0
2667, 22,0.0,21.0,0.0,0.0,61.0,1.6,353.0,-1.0,-1.0
2668, 22,100.0,21.0,0.0,0.0,62.0,2.2,352.0,-1.0,-1.0
2669, 22,200.0,21.0,0.0,0.0,76.0,1.6,17.0,-1.0,-1.0
2670, 22,300.0,25.1,0.0,0.0,26.0,4.9,168.0,-1.0,-1.0
2671, 22,400.0,25.200001,0.0,0.0,23.0,7.1,168.0,-1.0,-1.0
2672, 22,500.0,24.6,0.0,0.0,24.0,6.5,166.0,-1.0,-1.0
2673, 22,600.0,24.799999,0.0,0.0,23.0,4.6,176.0,-1.0,-1.0
2674, 22,700.0,23.6,0.0,0.0,30.0,4.5,159.0,-1.0,-1.0
2675, 22,800.0,22.799999,0.0,0.0,35.0,4.6,177.0,-1.0,-1.0
2676, 22,900.0,22.1,0.0,0.0,44.0,4.5,170.0,-1.0,-1.0
2677, 22,1000.0,21.9,0.0,0.0,49.0,5.2,162.0,-1.0,-1.0
2678, 22,1100.0,21.799999,0.0,0.0,48.0,3.1,130.0,-1.0,-1.0
2679, 22,1200.0,22.0,0.0,0.0,41.0,2.4,137.0,-1.0,-1.0
2680, 22,1300.0,18.299999,0.0,0.0,79.0,0.6,307.0,-1.0,-1.0
2681, 22,1400.0,19.299999,0.0,0.0,71.0,1.0,286.0,-1.0,-1.0
2682, 22,1500.0,21.0,0.0,0.0,48.0,3.4,145.0,-1.0,-1.0
2683, 22,1600.0,21.1,0.0,0.0,53.0,4.9,158.0,-1.0,-1.0
2684, 22,1700.0,21.200001,0.0,0.0,52.0,3.4,160.0,-1.0,-1.0
2685, 22,1800.0,21.6,0.0,0.0,45.0,2.5,157.0,-1.0,-1.0
2686, 22,1900.0,19.5,0.0,0.0,58.0,0.8,323.0,-1.0,-1.0
2687, 22,2000.0,18.5,0.0,0.0,73.0,1.4,70.0,-1.0,-1.0
2688, 22,2100.0,18.9,0.0,0.0,69.0,1.4,62.0,-1.0,-1.0
2689, 22,2200.0,19.200001,0.0,0.0,72.0,2.8,74.0,-1.0,-1.0
2690, 22,2300.0,20.5,0.0,0.0,68.0,2.1,45.0,-1.0,-1.0
2691, 23,0.0,24.799999,0.0,0.0,35.0,5.4,154.0,-1.0,-1.0
2692, 23,100.0,25.6,0.0,0.0,30.0,6.7,162.0,-1.0,-1.0
2693, 23,200.0,25.9,0.0,0.0,33.0,5.6,159.0,-1.0,-1.0
2694, 23,300.0,25.799999,0.0,0.0,31.0,5.4,151.0,-1.0,-1.0
2695, 23,400.0,25.299999,0.0,0.0,33.0,5.0,147.0,-1.0,-1.0
2696, 23,500.0,25.799999,0.0,0.0,31.0,6.0,174.0,-1.0,-1.0
2697, 23,600.0,25.1,0.0,0.0,35.0,4.6,160.0,-1.0,-1.0
2698, 23,700.0,23.1,0.0,0.0,46.0,3.9,148.0,-1.0,-1.0
2699, 23,800.0,20.799999,0.0,0.0,70.0,2.6,41.0,-1.0,-1.0
2700, 23,900.0,19.299999,0.0,0.0,72.0,2.2,49.0,-1.0,-1.0
2701, 23,1000.0,18.200001,0.0,0.0,80.0,1.1,67.0,-1.0,-1.0
2702, 23,1100.0,17.5,0.0,0.0,80.0,2.7,70.0,-1.0,-1.0
2703, 23,1200.0,16.799999,0.0,0.0,80.0,1.9,76.0,-1.0,-1.0
2704, 23,1300.0,16.799999,0.0,0.0,78.0,2.8,84.0,-1.0,-1.0
2705, 23,1400.0,16.4,0.0,0.0,81.0,3.6,81.0,-1.0,-1.0
2706, 23,1500.0,15.5,0.0,0.0,85.0,2.1,97.0,-1.0,-1.0
2707, 23,1600.0,15.0,0.0,0.0,84.0,1.7,108.0,-1.0,-1.0
2708, 23,1700.0,14.4,0.0,0.0,87.0,1.4,120.0,-1.0,-1.0
2709, 23,1800.0,13.8,0.0,0.0,87.0,1.2,97.0,-1.0,-1.0
2710, 23,1900.0,14.9,0.0,0.0,86.0,1.8,67.0,-1.0,-1.0
2711, 23,2000.0,14.6,0.0,0.0,88.0,1.3,85.0,-1.0,-1.0
2712, 23,2100.0,16.6,0.0,0.0,90.0,2.3,71.0,-1.0,-1.0
2713, 23,2200.0,17.5,0.0,0.0,88.0,4.2,78.0,-1.0,-1.0
2714, 23,2300.0,18.700001,0.0,0.0,84.0,3.8,71.0,-1.0,-1.0
2715, 24,0.0,20.200001,0.0,0.0,77.0,2.9,67.0,-1.0,-1.0
2716, 24,100.0,20.799999,0.0,0.0,75.0,3.5,61.0,-1.0,-1.0
2717, 24,200.0,22.200001,0.0,0.0,70.0,4.1,49.0,-1.0,-1.0
2718, 24,300.0,22.4,0.0,0.0,68.0,3.5,69.0,-1.0,-1.0
2719, 24,400.0,21.700001,0.0,0.0,72.0,2.8,49.0,-1.0,-1.0
2720, 24,500.0,22.9,0.0,0.0,63.0,2.8,58.0,-1.0,-1.0
2721, 24,600.0,21.700001,0.0,0.0,71.0,3.8,24.0,-1.0,-1.0
2722, 24,700.0,21.799999,0.0,0.0,67.0,2.7,46.0,-1.0,-1.0
2723, 24,800.0,21.4,0.0,0.0,72.0,2.0,18.0,-1.0,-1.0
2724, 24,900.0,19.299999,0.0,0.0,84.0,1.3,275.0,-1.0,-1.0
2725, 24,1000.0,17.6,0.0,0.0,92.0,0.6,266.0,-1.0,-1.0
2726, 24,1100.0,16.799999,0.0,0.0,96.0,1.3,73.0,-1.0,-1.0
