, format: day,hour,기온,강수,강수형태,습도,풍속,풍향,하늘상태,뇌전
693,29,2100,5.6,0.0,0.0,58.0,3.3,208.0,-1.0,-1.0
694,29,2200,5.7,0.0,0.0,57.0,4.1,210.0,-1.0,-1.0
695,29,2300,6.9,0.0,0.0,53.0,3.6,207.0,-1.0,-1.0
696,30,0,8.9,0.0,0.0,49.0,4.2,218.0,-1.0,-1.0
697,30,100,9.8,0.0,0.0,47.0,4.7,246.0,-1.0,-1.0
698,30,200,10.8,0.0,0.0,43.0,5.3,252.0,-1.0,-1.0
699,30,300,10.6,0.0,0.0,45.0,5.1,248.0,-1.0,-1.0
700,30,400,10.7,0.0,0.0,47.0,5.4,266.0,-1.0,-1.0
701,30,500,10.6,0.0,0.0,49.0,5.5,250.0,-1.0,-1.0
702,30,600,11.0,0.0,0.0,51.0,3.6,263.0,-1.0,-1.0
703,30,700,10.3,0.0,0.0,52.0,3.4,256.0,-1.0,-1.0
704,30,800,9.6,0.0,0.0,57.0,2.5,221.0,-1.0,-1.0
705,30,900,8.8,0.0,0.0,58.0,3.2,203.0,-1.0,-1.0
706,30,1000,8.8,0.0,0.0,58.0,3.4,189.0,-1.0,-1.0
707,30,1100,9.1,0.0,0.0,58.0,2.6,192.0,-1.0,-1.0
708,30,1200,9.0,0.0,0.0,57.0,2.7,179.0,-1.0,-1.0
709,30,1300,8.5,0.0,0.0,58.0,1.8,177.0,-1.0,-1.0
710,30,1400,7.3,0.0,0.0,60.0,2.5,163.0,-1.0,-1.0
711,30,1500,6.9,0.0,0.0,62.0,2.4,166.0,-1.0,-1.0
712,30,1600,6.3,0.0,0.0,64.0,2.5,174.0,-1.0,-1.0
713,30,1700,5.9,0.0,0.0,67.0,1.5,176.0,-1.0,-1.0
714,30,1800,6.5,0.0,0.0,66.0,1.5,142.0,-1.0,-1.0
715,30,1900,5.8,0.0,0.0,69.0,1.8,164.0,-1.0,-1.0
716,30,2000,5.8,0.0,0.0,70.0,2.0,150.0,-1.0,-1.0
717,30,2100,5.8,0.0,0.0,71.0,1.9,153.0,-1.0,-1.0
718,30,2200,6.3,0.0,0.0,70.0,2.4,157.0,-1.0,-1.0
719,30,2300,8.3,0.0,0.0,60.0,1.5,185.0,-1.0,-1.0
720,31,0,10.8,0.0,0.0,58.0,0.9,182.0,-1.0,-1.0
721,31,100,12.1,0.0,0.0,54.0,1.1,292.0,-1.0,-1.0
722,31,200,12.4,0.0,0.0,51.0,2.1,264.0,-1.0,-1.0
723,31,300,13.7,0.0,0.0,46.0,2.0,314.0,-1.0,-1.0
724,31,400,13.3,0.0,0.0,51.0,3.2,21.0,-1.0,-1.0
725,31,500,14.7,0.0,0.0,46.0,1.9,310.0,-1.0,-1.0
726,31,600,14.2,0.0,0.0,49.0,1.1,307.0,-1.0,-1.0
727,31,700,13.4,0.0,0.0,51.0,1.6,347.0,-1.0,-1.0
728,31,800,13.3,0.0,0.0,49.0,1.9,8.0,-1.0,-1.0
729,31,900,12.9,0.0,0.0,51.0,1.4,127.0,-1.0,-1.0
730,31,1000,13.0,0.0,0.0,54.0,0.9,258.0,-1.0,-1.0
731,31,1100,13.1,0.0,0.0,61.0,1.4,24.0,-1.0,-1.0
732,31,1200,13.3,0.0,0.0,62.0,1.1,253.0,-1.0,-1.0
733,31,1300,13.1,0.0,1.0,68.0,1.0,221.0,-1.0,-1.0
734,31,1400,12.9,0.0,1.0,79.0,1.3,193.0,-1.0,-1.0
735,31,1500,12.5,0.1,1.0,84.0,1.3,101.0,-1.0,-1.0
736,31,1600,15.2,0.1,1.0,74.0,5.5,208.0,-1.0,-1.0
737,31,1700,15.0,0.0,1.0,78.0,5.4,222.0,-1.0,-1.0
738,31,1800,14.9,0.5,1.0,81.0,5.3,227.0,-1.0,-1.0
739,31,1900,12.8,3.1,1.0,90.0,6.4,282.0,-1.0,-1.0
740,31,2000,12.1,4.7,1.0,95.0,4.2,241.0,-1.0,-1.0
741,31,2100,11.9,3.9,1.0,95.0,2.5,242.0,-1.0,-1.0
742,31,2200,11.9,1.9,1.0,94.0,3.9,249.0,-1.0,-1.0
743,31,2300,12.0,1.8,1.0,93.0,4.1,246.0,-1.0,-1.0
