,Year,Month, format: day,hour,기온,강수,강수형태,습도,풍속,풍향,하늘상태,뇌전
635,2021,01,27,1100,6.2,0.0,0.0,54.0,1.5,167.0,-1.0,-1.0
636,2021,01,27,1200,6.0,0.0,0.0,50.0,1.4,173.0,-1.0,-1.0
637,2021,01,27,1300,6.5,0.0,0.0,50.0,1.3,170.0,-1.0,-1.0
638,2021,01,27,1400,6.8,0.0,0.0,51.0,1.2,160.0,-1.0,-1.0
639,2021,01,27,1500,6.8,0.0,0.0,55.0,1.2,164.0,-1.0,-1.0
640,2021,01,27,1600,6.5,0.0,0.0,54.0,2.0,179.0,-1.0,-1.0
641,2021,01,27,1700,7.1,0.0,0.0,54.0,1.5,187.0,-1.0,-1.0
642,2021,01,27,1800,6.5,0.0,0.0,58.0,2.2,173.0,-1.0,-1.0
643,2021,01,27,1900,6.9,0.0,0.0,63.0,2.6,209.0,-1.0,-1.0
644,2021,01,27,2000,7.2,0.0,0.0,73.0,2.9,234.0,-1.0,-1.0
645,2021,01,27,2100,7.8,0.0,0.0,72.0,2.5,226.0,-1.0,-1.0
646,2021,01,27,2200,8.0,0.0,0.0,68.0,4.8,272.0,-1.0,-1.0
647,2021,01,27,2300,8.0,0.0,0.0,64.0,4.6,270.0,-1.0,-1.0
648,2021,01,28,0,9.2,0.0,0.0,56.0,5.6,271.0,-1.0,-1.0
649,2021,01,28,100,10.0,0.0,0.0,54.0,6.0,283.0,-1.0,-1.0
650,2021,01,28,200,10.2,0.0,0.0,52.0,7.5,280.0,-1.0,-1.0
651,2021,01,28,300,9.9,0.0,0.0,58.0,6.1,278.0,-1.0,-1.0
652,2021,01,28,400,8.9,0.0,0.0,65.0,8.6,311.0,-1.0,-1.0
653,2021,01,28,500,7.9,0.0,0.0,50.0,9.2,308.0,-1.0,-1.0
654,2021,01,28,600,6.7,0.0,0.0,51.0,9.8,308.0,-1.0,-1.0
655,2021,01,28,700,5.5,0.0,0.0,55.0,10.6,305.0,-1.0,-1.0
656,2021,01,28,800,4.7,0.0,2.0,56.0,8.9,300.0,-1.0,-1.0
657,2021,01,28,900,3.8,0.0,0.0,58.0,9.8,312.0,-1.0,-1.0
658,2021,01,28,1000,3.8,0.0,0.0,54.0,10.9,320.0,-1.0,-1.0
659,2021,01,28,1100,2.8,0.0,0.0,47.0,9.1,304.0,-1.0,-1.0
660,2021,01,28,1200,2.8,0.0,3.0,61.0,9.4,312.0,-1.0,-1.0
661,2021,01,28,1300,1.6,0.0,3.0,77.0,6.9,304.0,-1.0,-1.0
662,2021,01,28,1400,0.7,0.5,3.0,81.0,8.3,317.0,-1.0,-1.0
663,2021,01,28,1500,0.8,0.2,3.0,80.0,7.9,328.0,-1.0,-1.0
664,2021,01,28,1600,1.4,0.0,0.0,66.0,7.6,320.0,-1.0,-1.0
665,2021,01,28,1700,1.4,0.0,0.0,58.0,7.7,317.0,-1.0,-1.0
666,2021,01,28,1800,1.4,0.0,0.0,61.0,7.6,319.0,-1.0,-1.0
667,2021,01,28,1900,0.8,0.0,0.0,66.0,7.5,309.0,-1.0,-1.0
668,2021,01,28,2000,1.2,0.0,0.0,53.0,7.6,304.0,-1.0,-1.0
669,2021,01,28,2100,1.4,0.0,0.0,61.0,7.1,313.0,-1.0,-1.0
670,2021,01,28,2200,1.0,0.0,3.0,67.0,5.8,309.0,-1.0,-1.0
671,2021,01,28,2300,1.2,0.0,0.0,62.0,5.9,319.0,-1.0,-1.0
672,2021,01,29,0,1.8,0.0,0.0,56.0,5.5,323.0,-1.0,-1.0
673,2021,01,29,100,3.0,0.0,0.0,54.0,4.7,337.0,-1.0,-1.0
674,2021,01,29,200,3.3,0.0,0.0,57.0,4.7,310.0,-1.0,-1.0
675,2021,01,29,300,3.9,0.0,0.0,48.0,5.6,315.0,-1.0,-1.0
676,2021,01,29,400,4.7,0.0,0.0,51.0,4.9,325.0,-1.0,-1.0
677,2021,01,29,500,3.9,0.0,0.0,53.0,5.0,312.0,-1.0,-1.0
678,2021,01,29,600,5.0,0.0,0.0,55.0,3.9,325.0,-1.0,-1.0
679,2021,01,29,700,4.3,0.0,0.0,55.0,4.0,321.0,-1.0,-1.0
680,2021,01,29,800,3.8,0.0,0.0,53.0,4.5,293.0,-1.0,-1.0
681,2021,01,29,900,3.9,0.0,0.0,56.0,2.5,299.0,-1.0,-1.0
682,2021,01,29,1000,3.9,0.0,0.0,54.0,3.4,288.0,-1.0,-1.0
683,2021,01,29,1100,3.8,0.0,0.0,54.0,3.1,253.0,-1.0,-1.0
684,2021,01,29,1200,2.7,0.0,0.0,57.0,2.7,200.0,-1.0,-1.0
685,2021,01,29,1300,2.5,0.0,0.0,59.0,2.5,205.0,-1.0,-1.0
686,2021,01,29,1400,2.2,0.0,0.0,61.0,2.6,185.0,-1.0,-1.0
687,2021,01,29,1500,2.3,0.0,0.0,62.0,2.6,176.0,-1.0,-1.0
688,2021,01,29,1600,2.6,0.0,0.0,60.0,2.8,176.0,-1.0,-1.0
689,2021,01,29,1700,2.6,0.0,0.0,61.0,2.5,176.0,-1.0,-1.0
690,2021,01,29,1800,3.9,0.0,0.0,60.0,3.8,206.0,-1.0,-1.0
691,2021,01,29,1900,4.8,0.0,0.0,59.0,3.4,212.0,-1.0,-1.0
692,2021,01,29,2000,5.3,0.0,0.0,57.0,3.6,207.0,-1.0,-1.0
693,2021,01,29,2100,5.6,0.0,0.0,58.0,3.3,208.0,-1.0,-1.0
694,2021,01,29,2200,5.7,0.0,0.0,57.0,4.1,210.0,-1.0,-1.0
695,2021,01,29,2300,6.9,0.0,0.0,53.0,3.6,207.0,-1.0,-1.0
696,2021,01,30,0,8.9,0.0,0.0,49.0,4.2,218.0,-1.0,-1.0
697,2021,01,30,100,9.8,0.0,0.0,47.0,4.7,246.0,-1.0,-1.0
698,2021,01,30,200,10.8,0.0,0.0,43.0,5.3,252.0,-1.0,-1.0
699,2021,01,30,300,10.6,0.0,0.0,45.0,5.1,248.0,-1.0,-1.0
700,2021,01,30,400,10.7,0.0,0.0,47.0,5.4,266.0,-1.0,-1.0
701,2021,01,30,500,10.6,0.0,0.0,49.0,5.5,250.0,-1.0,-1.0
702,2021,01,30,600,11.0,0.0,0.0,51.0,3.6,263.0,-1.0,-1.0
703,2021,01,30,700,10.3,0.0,0.0,52.0,3.4,256.0,-1.0,-1.0
704,2021,01,30,800,9.6,0.0,0.0,57.0,2.5,221.0,-1.0,-1.0
705,2021,01,30,900,8.8,0.0,0.0,58.0,3.2,203.0,-1.0,-1.0
706,2021,01,30,1000,8.8,0.0,0.0,58.0,3.4,189.0,-1.0,-1.0
707,2021,01,30,1100,9.1,0.0,0.0,58.0,2.6,192.0,-1.0,-1.0
708,2021,01,30,1200,9.0,0.0,0.0,57.0,2.7,179.0,-1.0,-1.0
709,2021,01,30,1300,8.5,0.0,0.0,58.0,1.8,177.0,-1.0,-1.0
710,2021,01,30,1400,7.3,0.0,0.0,60.0,2.5,163.0,-1.0,-1.0
711,2021,01,30,1500,6.9,0.0,0.0,62.0,2.4,166.0,-1.0,-1.0
712,2021,01,30,1600,6.3,0.0,0.0,64.0,2.5,174.0,-1.0,-1.0
713,2021,01,30,1700,5.9,0.0,0.0,67.0,1.5,176.0,-1.0,-1.0
714,2021,01,30,1800,6.5,0.0,0.0,66.0,1.5,142.0,-1.0,-1.0
715,2021,01,30,1900,5.8,0.0,0.0,69.0,1.8,164.0,-1.0,-1.0
716,2021,01,30,2000,5.8,0.0,0.0,70.0,2.0,150.0,-1.0,-1.0
717,2021,01,30,2100,5.8,0.0,0.0,71.0,1.9,153.0,-1.0,-1.0
718,2021,01,30,2200,6.3,0.0,0.0,70.0,2.4,157.0,-1.0,-1.0
719,2021,01,30,2300,8.3,0.0,0.0,60.0,1.5,185.0,-1.0,-1.0
720,2021,01,31,0,10.8,0.0,0.0,58.0,0.9,182.0,-1.0,-1.0
721,2021,01,31,100,12.1,0.0,0.0,54.0,1.1,292.0,-1.0,-1.0
722,2021,01,31,200,12.4,0.0,0.0,51.0,2.1,264.0,-1.0,-1.0
723,2021,01,31,300,13.7,0.0,0.0,46.0,2.0,314.0,-1.0,-1.0
724,2021,01,31,400,13.3,0.0,0.0,51.0,3.2,21.0,-1.0,-1.0
725,2021,01,31,500,14.7,0.0,0.0,46.0,1.9,310.0,-1.0,-1.0
726,2021,01,31,600,14.2,0.0,0.0,49.0,1.1,307.0,-1.0,-1.0
727,2021,01,31,700,13.4,0.0,0.0,51.0,1.6,347.0,-1.0,-1.0
728,2021,01,31,800,13.3,0.0,0.0,49.0,1.9,8.0,-1.0,-1.0
729,2021,01,31,900,12.9,0.0,0.0,51.0,1.4,127.0,-1.0,-1.0
730,2021,01,31,1000,13.0,0.0,0.0,54.0,0.9,258.0,-1.0,-1.0
731,2021,01,31,1100,13.1,0.0,0.0,61.0,1.4,24.0,-1.0,-1.0
732,2021,01,31,1200,13.3,0.0,0.0,62.0,1.1,253.0,-1.0,-1.0
733,2021,01,31,1300,13.1,0.0,1.0,68.0,1.0,221.0,-1.0,-1.0
734,2021,01,31,1400,12.9,0.0,1.0,79.0,1.3,193.0,-1.0,-1.0
735,2021,01,31,1500,12.5,0.1,1.0,84.0,1.3,101.0,-1.0,-1.0
736,2021,01,31,1600,15.2,0.1,1.0,74.0,5.5,208.0,-1.0,-1.0
737,2021,01,31,1700,15.0,0.0,1.0,78.0,5.4,222.0,-1.0,-1.0
738,2021,01,31,1800,14.9,0.5,1.0,81.0,5.3,227.0,-1.0,-1.0
739,2021,01,31,1900,12.8,3.1,1.0,90.0,6.4,282.0,-1.0,-1.0
740,2021,01,31,2000,12.1,4.7,1.0,95.0,4.2,241.0,-1.0,-1.0
741,2021,01,31,2100,11.9,3.9,1.0,95.0,2.5,242.0,-1.0,-1.0
742,2021,01,31,2200,11.9,1.9,1.0,94.0,3.9,249.0,-1.0,-1.0
743,2021,01,31,2300,12.0,1.8,1.0,93.0,4.1,246.0,-1.0,-1.0
